work_order_id,property_id,tenant_id,opened_date,closed_date,work_order_category,priority,status,sla_days,days_to_close,overdue_flag,estimated_cost,vendor_id,vendor_name,synthetic_record
WO-0003116,PROP-0143,TEN-01747,2025-02-12,,Electrical,Medium,In Progress,7,,False,692.29,VEND-009,Guardian Security,True
WO-0003117,PROP-0143,TEN-01750,2025-02-05,2025-02-06,Common Area,Medium,Closed,7,1,False,1697.45,VEND-001,Rapid Repair Co,True
WO-0003118,PROP-0143,TEN-01752,2025-03-04,2025-03-06,HVAC,High,Closed,3,2,False,3631.84,VEND-012,Sparkle Janitorial,True
WO-0003119,PROP-0143,,2025-07-24,2025-07-31,Plumbing,Medium,Closed,7,7,False,476.08,VEND-009,Guardian Security,True
WO-0003120,PROP-0143,TEN-01755,2025-10-20,2025-10-21,Common Area,High,Closed,3,1,False,1854.48,VEND-005,Bright Electric,True
WO-0003121,PROP-0143,,2025-10-17,2025-10-30,Security,Low,Closed,14,13,False,553.85,VEND-010,FrontDesk Patrol,True
WO-0003122,PROP-0143,TEN-01756,2025-12-21,2025-12-23,Elevator,Low,Closed,14,2,False,62.53,VEND-001,Rapid Repair Co,True
WO-0003123,PROP-0144,TEN-01768,2025-02-07,2025-02-09,Janitorial,High,Closed,3,2,False,1488.96,VEND-001,Rapid Repair Co,True
WO-0003124,PROP-0144,TEN-01758,2025-03-03,2025-03-04,Elevator,Medium,Closed,7,1,False,115.92,VEND-002,Skyline Maintenance,True
WO-0003125,PROP-0144,TEN-01764,2025-03-21,2025-04-06,Plumbing,Low,Closed,14,16,True,570.03,VEND-010,FrontDesk Patrol,True
WO-0003126,PROP-0144,TEN-01766,2025-04-17,2025-04-29,Security,Low,Closed,14,12,False,128.12,VEND-010,FrontDesk Patrol,True
WO-0003127,PROP-0144,,2025-05-01,,HVAC,Medium,In Progress,7,,False,495.14,VEND-002,Skyline Maintenance,True
WO-0003128,PROP-0144,TEN-01757,2025-06-02,,Elevator,High,In Progress,3,,True,2473.3,VEND-002,Skyline Maintenance,True
WO-0003129,PROP-0144,,2025-08-10,2025-08-19,Plumbing,Low,Closed,14,9,False,338.4,VEND-001,Rapid Repair Co,True
WO-0003130,PROP-0144,TEN-01763,2025-09-05,2025-09-08,Janitorial,Medium,Closed,7,3,False,381.18,VEND-003,Metro Mechanical,True
WO-0003131,PROP-0144,TEN-01759,2025-10-14,2025-10-23,Plumbing,Low,Closed,14,9,False,793.58,VEND-011,CleanCore Services,True
WO-0003132,PROP-0144,,2025-10-22,2025-10-24,Common Area,Medium,Closed,7,2,False,942.56,VEND-005,Bright Electric,True
WO-0003133,PROP-0144,,2025-12-14,2025-12-21,Electrical,Medium,Closed,7,7,False,521.1,VEND-001,Rapid Repair Co,True
WO-0003134,PROP-0145,TEN-01777,2025-01-20,2025-02-07,Plumbing,Critical,Closed,1,18,True,339.89,VEND-010,FrontDesk Patrol,True
WO-0003135,PROP-0145,,2025-01-21,2025-02-06,Security,Medium,Closed,7,16,True,419.76,VEND-002,Skyline Maintenance,True
WO-0003136,PROP-0145,TEN-01774,2025-02-03,2025-02-07,Electrical,Medium,Closed,7,4,False,412.14,VEND-004,Ace Plumbing,True
WO-0003137,PROP-0145,,2025-04-14,,HVAC,Low,In Progress,14,,False,458.59,VEND-001,Rapid Repair Co,True
WO-0003138,PROP-0145,,2025-04-06,,HVAC,Medium,Open,7,,False,223.99,VEND-005,Bright Electric,True
WO-0003139,PROP-0145,TEN-01770,2025-05-20,2025-05-25,HVAC,Low,Closed,14,5,False,369.98,VEND-005,Bright Electric,True
WO-0003140,PROP-0145,TEN-01779,2025-05-23,2025-05-26,HVAC,Low,Closed,14,3,False,126.02,VEND-009,Guardian Security,True
WO-0003141,PROP-0145,TEN-01772,2025-06-22,2025-06-29,HVAC,Medium,Closed,7,7,False,443.67,VEND-003,Metro Mechanical,True
WO-0003142,PROP-0145,TEN-01776,2025-06-07,2025-06-13,Preventive Maintenance,Medium,Closed,7,6,False,494.29,VEND-005,Bright Electric,True
WO-0003143,PROP-0145,,2025-06-22,2025-06-29,Janitorial,High,Closed,3,7,True,897.32,VEND-009,Guardian Security,True
WO-0003144,PROP-0145,TEN-01772,2025-07-15,2025-07-19,Tenant Request,Medium,Closed,7,4,False,175.59,VEND-005,Bright Electric,True
WO-0003145,PROP-0145,TEN-01770,2025-07-13,2025-07-25,Security,Low,Closed,14,12,False,170.24,VEND-004,Ace Plumbing,True
WO-0003146,PROP-0145,TEN-01779,2025-08-03,2025-08-04,Plumbing,Medium,Closed,7,1,False,83.53,VEND-011,CleanCore Services,True
WO-0003147,PROP-0145,TEN-01770,2025-08-04,2025-08-09,Plumbing,Medium,Closed,7,5,False,475.54,VEND-001,Rapid Repair Co,True
WO-0003148,PROP-0145,TEN-01772,2025-09-14,2025-09-17,Tenant Request,High,Closed,3,3,False,2972.8,VEND-010,FrontDesk Patrol,True
WO-0003149,PROP-0145,,2025-09-25,2025-09-27,Common Area,High,Closed,3,2,False,1350.07,VEND-005,Bright Electric,True
WO-0003150,PROP-0145,TEN-01771,2025-09-02,2025-09-07,HVAC,Low,Closed,14,5,False,143.44,VEND-012,Sparkle Janitorial,True
WO-0003151,PROP-0145,TEN-01774,2025-10-15,2025-10-18,Security,Medium,Closed,7,3,False,50.0,VEND-003,Metro Mechanical,True
WO-0003152,PROP-0145,,2025-10-12,2025-10-22,Common Area,Low,Closed,14,10,False,200.95,VEND-012,Sparkle Janitorial,True
WO-0003153,PROP-0145,TEN-01769,2025-10-27,2025-11-14,Electrical,High,Closed,3,18,True,1394.6,VEND-003,Metro Mechanical,True
WO-0003154,PROP-0145,TEN-01777,2025-11-10,2025-11-16,Preventive Maintenance,Medium,Closed,7,6,False,61.04,VEND-012,Sparkle Janitorial,True
WO-0003155,PROP-0145,TEN-01777,2025-11-22,2025-11-23,Tenant Request,High,Closed,3,1,False,1355.59,VEND-004,Ace Plumbing,True
WO-0003156,PROP-0145,,2025-12-24,,Preventive Maintenance,High,In Progress,3,,True,792.54,VEND-012,Sparkle Janitorial,True
WO-0003157,PROP-0145,,2025-12-18,2026-01-04,Preventive Maintenance,High,Closed,3,17,True,1580.96,VEND-012,Sparkle Janitorial,True
WO-0003158,PROP-0146,TEN-01786,2025-01-14,2025-01-21,Security,Low,Closed,14,7,False,59.89,VEND-005,Bright Electric,True
WO-0003159,PROP-0146,,2025-03-01,,Elevator,Medium,In Progress,7,,False,50.0,VEND-005,Bright Electric,True
WO-0003160,PROP-0146,TEN-01783,2025-03-20,,Tenant Request,Medium,Open,7,,False,319.59,VEND-004,Ace Plumbing,True
WO-0003161,PROP-0146,TEN-01783,2025-04-26,2025-04-30,Tenant Request,Medium,Closed,7,4,False,546.67,VEND-011,CleanCore Services,True
WO-0003162,PROP-0146,TEN-01791,2025-04-06,2025-04-12,HVAC,Medium,Closed,7,6,False,643.97,VEND-001,Rapid Repair Co,True
WO-0003163,PROP-0146,TEN-01784,2025-05-27,,Janitorial,Medium,In Progress,7,,False,292.75,VEND-001,Rapid Repair Co,True
WO-0003164,PROP-0146,TEN-01788,2025-05-24,2025-05-29,Elevator,Low,Closed,14,5,False,55.0,VEND-011,CleanCore Services,True
WO-0003165,PROP-0146,,2025-06-02,2025-06-03,Preventive Maintenance,High,Closed,3,1,False,976.1,VEND-001,Rapid Repair Co,True
WO-0003166,PROP-0146,,2025-06-10,2025-06-11,Tenant Request,Critical,Closed,1,1,False,4409.72,VEND-003,Metro Mechanical,True
WO-0003167,PROP-0146,,2025-06-22,2025-07-13,HVAC,Medium,Closed,7,21,True,159.06,VEND-011,CleanCore Services,True
WO-0003168,PROP-0146,TEN-01780,2025-07-15,2025-07-18,Security,High,Closed,3,3,False,1808.44,VEND-004,Ace Plumbing,True
WO-0003169,PROP-0146,TEN-01791,2025-07-16,2025-07-17,Preventive Maintenance,High,Closed,3,1,False,855.89,VEND-011,CleanCore Services,True
WO-0003170,PROP-0146,TEN-01783,2025-08-05,2025-08-09,Electrical,Medium,Closed,7,4,False,189.07,VEND-004,Ace Plumbing,True
WO-0003171,PROP-0146,TEN-01782,2025-08-03,2025-08-05,Preventive Maintenance,High,Closed,3,2,False,687.93,VEND-011,CleanCore Services,True
WO-0003172,PROP-0146,TEN-01789,2025-08-25,,HVAC,Medium,Open,7,,False,1124.88,VEND-012,Sparkle Janitorial,True
WO-0003173,PROP-0146,TEN-01785,2025-09-24,,Tenant Request,High,Open,3,,True,233.39,VEND-001,Rapid Repair Co,True
WO-0003174,PROP-0146,TEN-01784,2025-10-22,2025-10-24,Janitorial,Low,Closed,14,2,False,50.0,VEND-009,Guardian Security,True
WO-0003175,PROP-0146,TEN-01784,2025-11-06,2025-11-10,Electrical,Low,Closed,14,4,False,193.37,VEND-001,Rapid Repair Co,True
WO-0003176,PROP-0146,TEN-01790,2025-11-23,2025-11-24,Plumbing,High,Closed,3,1,False,846.62,VEND-005,Bright Electric,True
WO-0003177,PROP-0146,,2025-12-04,2025-12-05,HVAC,Medium,Closed,7,1,False,162.06,VEND-010,FrontDesk Patrol,True
WO-0003178,PROP-0146,TEN-01785,2025-12-21,2026-01-03,HVAC,High,Closed,3,13,True,1664.42,VEND-004,Ace Plumbing,True
WO-0003179,PROP-0146,TEN-01781,2025-12-07,2025-12-12,Preventive Maintenance,Medium,Closed,7,5,False,466.49,VEND-004,Ace Plumbing,True
WO-0003180,PROP-0147,,2025-01-26,2025-01-27,Elevator,Critical,Closed,1,1,False,461.92,VEND-004,Ace Plumbing,True
WO-0003181,PROP-0147,TEN-01794,2025-01-01,2025-01-04,Security,Medium,Closed,7,3,False,731.32,VEND-001,Rapid Repair Co,True
WO-0003182,PROP-0147,,2025-02-02,,Elevator,High,Open,3,,True,1112.35,VEND-011,CleanCore Services,True
WO-0003183,PROP-0147,TEN-01802,2025-02-10,2025-02-18,Janitorial,Low,Closed,14,8,False,71.24,VEND-009,Guardian Security,True
WO-0003184,PROP-0147,,2025-02-22,2025-02-26,HVAC,Medium,Closed,7,4,False,244.01,VEND-005,Bright Electric,True
WO-0003185,PROP-0147,TEN-01794,2025-03-02,2025-03-13,Common Area,Low,Closed,14,11,False,522.32,VEND-009,Guardian Security,True
WO-0003186,PROP-0147,TEN-01798,2025-03-26,2025-03-30,Security,Medium,Closed,7,4,False,332.96,VEND-004,Ace Plumbing,True
WO-0003187,PROP-0147,TEN-01794,2025-04-09,2025-04-14,Plumbing,Low,Closed,14,5,False,88.75,VEND-010,FrontDesk Patrol,True
WO-0003188,PROP-0147,TEN-01799,2025-04-24,2025-05-22,Janitorial,Low,Closed,14,28,True,230.9,VEND-005,Bright Electric,True
WO-0003189,PROP-0147,TEN-01793,2025-04-07,,HVAC,High,In Progress,3,,True,1360.83,VEND-010,FrontDesk Patrol,True
WO-0003190,PROP-0147,,2025-05-24,2025-06-08,Tenant Request,High,Closed,3,15,True,1974.72,VEND-004,Ace Plumbing,True
WO-0003191,PROP-0147,TEN-01797,2025-05-23,,Security,Low,In Progress,14,,False,380.47,VEND-005,Bright Electric,True
WO-0003192,PROP-0147,TEN-01801,2025-05-28,2025-05-29,Elevator,Medium,Closed,7,1,False,50.0,VEND-002,Skyline Maintenance,True
WO-0003193,PROP-0147,TEN-01801,2025-05-10,2025-05-11,Plumbing,Critical,Closed,1,1,False,3231.88,VEND-010,FrontDesk Patrol,True
WO-0003194,PROP-0147,TEN-01797,2025-06-10,,HVAC,Medium,Open,7,,False,215.14,VEND-004,Ace Plumbing,True
WO-0003195,PROP-0147,TEN-01797,2025-06-20,2025-06-22,Tenant Request,High,Closed,3,2,False,813.96,VEND-009,Guardian Security,True
WO-0003196,PROP-0147,TEN-01802,2025-07-05,,HVAC,Low,Open,14,,False,64.16,VEND-002,Skyline Maintenance,True
WO-0003197,PROP-0147,,2025-10-03,,HVAC,Low,In Progress,14,,False,308.38,VEND-002,Skyline Maintenance,True
WO-0003198,PROP-0147,,2025-11-05,2025-11-07,Elevator,Medium,Closed,7,2,False,281.8,VEND-003,Metro Mechanical,True
WO-0003199,PROP-0147,,2025-12-07,2025-12-19,Common Area,Low,Closed,14,12,False,295.14,VEND-011,CleanCore Services,True
WO-0003200,PROP-0148,TEN-01807,2025-01-09,,Janitorial,Medium,Open,7,,True,561.88,VEND-009,Guardian Security,True
WO-0003201,PROP-0148,,2025-01-15,2025-01-16,HVAC,High,Closed,3,1,False,1795.48,VEND-004,Ace Plumbing,True
WO-0003202,PROP-0148,,2025-02-23,2025-02-24,Preventive Maintenance,Medium,Closed,7,1,False,855.78,VEND-004,Ace Plumbing,True
WO-0003203,PROP-0148,,2025-02-20,2025-02-28,Security,Low,Closed,14,8,False,179.79,VEND-010,FrontDesk Patrol,True
WO-0003204,PROP-0148,TEN-01809,2025-04-25,,HVAC,Low,Open,14,,False,50.0,VEND-009,Guardian Security,True
WO-0003205,PROP-0148,,2025-04-08,2025-04-13,Common Area,Low,Closed,14,5,False,84.84,VEND-004,Ace Plumbing,True
WO-0003206,PROP-0148,TEN-01809,2025-05-19,2025-05-22,Tenant Request,Low,Closed,14,3,False,410.65,VEND-011,CleanCore Services,True
WO-0003207,PROP-0148,TEN-01805,2025-08-16,2025-08-21,Common Area,Medium,Closed,7,5,False,640.0,VEND-009,Guardian Security,True
WO-0003208,PROP-0148,TEN-01811,2025-08-05,2025-08-07,Security,Medium,Closed,7,2,False,171.92,VEND-011,CleanCore Services,True
WO-0003209,PROP-0148,TEN-01805,2025-09-25,,Electrical,Low,In Progress,14,,False,50.0,VEND-002,Skyline Maintenance,True
WO-0003210,PROP-0148,,2025-12-20,2025-12-22,Plumbing,Low,Closed,14,2,False,423.81,VEND-001,Rapid Repair Co,True
WO-0003211,PROP-0149,,2025-01-01,2025-01-08,Janitorial,Low,Closed,14,7,False,50.0,VEND-002,Skyline Maintenance,True
WO-0003212,PROP-0149,TEN-01819,2025-01-10,2025-01-17,Plumbing,Medium,Closed,7,7,False,192.22,VEND-001,Rapid Repair Co,True
WO-0003213,PROP-0149,TEN-01816,2025-02-26,2025-02-28,Janitorial,Medium,Closed,7,2,False,233.0,VEND-004,Ace Plumbing,True
WO-0003214,PROP-0149,,2025-05-22,2025-05-23,Plumbing,Medium,Closed,7,1,False,335.17,VEND-003,Metro Mechanical,True
WO-0003215,PROP-0149,,2025-05-25,2025-05-30,Electrical,Low,Closed,14,5,False,164.21,VEND-001,Rapid Repair Co,True
WO-0003216,PROP-0149,,2025-05-14,2025-05-21,Security,Medium,Closed,7,7,False,570.8,VEND-002,Skyline Maintenance,True
WO-0003217,PROP-0149,TEN-01814,2025-05-20,2025-05-28,Electrical,Low,Closed,14,8,False,187.1,VEND-002,Skyline Maintenance,True
WO-0003218,PROP-0149,TEN-01822,2025-06-24,2025-06-25,Security,Medium,Closed,7,1,False,512.2,VEND-005,Bright Electric,True
WO-0003219,PROP-0149,TEN-01819,2025-07-04,,Tenant Request,Low,In Progress,14,,False,335.16,VEND-004,Ace Plumbing,True
WO-0003220,PROP-0149,,2025-08-21,2025-08-29,Janitorial,Low,Closed,14,8,False,490.05,VEND-009,Guardian Security,True
WO-0003221,PROP-0149,,2025-08-14,2025-08-18,Common Area,Medium,Closed,7,4,False,1010.63,VEND-012,Sparkle Janitorial,True
WO-0003222,PROP-0149,,2025-08-04,2025-08-11,Preventive Maintenance,Medium,Closed,7,7,False,316.56,VEND-009,Guardian Security,True
WO-0003223,PROP-0149,TEN-01820,2025-08-15,2025-08-22,Plumbing,Low,Closed,14,7,False,109.05,VEND-011,CleanCore Services,True
WO-0003224,PROP-0149,,2025-08-18,2025-08-20,Electrical,Critical,Closed,1,2,True,2971.37,VEND-012,Sparkle Janitorial,True
WO-0003225,PROP-0149,,2025-09-19,,Janitorial,Medium,In Progress,7,,False,174.63,VEND-009,Guardian Security,True
WO-0003226,PROP-0149,TEN-01815,2025-10-05,2025-10-06,Security,Medium,Closed,7,1,False,727.26,VEND-003,Metro Mechanical,True
WO-0003227,PROP-0149,TEN-01815,2025-10-22,2025-10-24,Security,High,Closed,3,2,False,1357.42,VEND-002,Skyline Maintenance,True
WO-0003228,PROP-0149,TEN-01817,2025-11-05,,Elevator,Medium,In Progress,7,,False,501.3,VEND-001,Rapid Repair Co,True
WO-0003229,PROP-0149,TEN-01815,2025-11-13,,HVAC,Low,Open,14,,False,225.5,VEND-002,Skyline Maintenance,True
WO-0003230,PROP-0149,,2025-12-03,,Common Area,Medium,Open,7,,False,1055.41,VEND-011,CleanCore Services,True
WO-0003231,PROP-0149,,2025-12-19,2026-01-01,Plumbing,Low,Closed,14,13,False,131.14,VEND-003,Metro Mechanical,True
WO-0003232,PROP-0149,,2025-12-02,2025-12-04,Tenant Request,Medium,Closed,7,2,False,94.73,VEND-003,Metro Mechanical,True
WO-0003233,PROP-0150,TEN-01824,2025-02-14,2025-02-21,Electrical,Low,Closed,14,7,False,291.57,VEND-005,Bright Electric,True
WO-0003234,PROP-0150,,2025-03-04,2025-03-12,Common Area,Low,Closed,14,8,False,277.8,VEND-010,FrontDesk Patrol,True
WO-0003235,PROP-0150,TEN-01828,2025-03-28,2025-04-20,Janitorial,Medium,Closed,7,23,True,81.04,VEND-010,FrontDesk Patrol,True
WO-0003236,PROP-0150,TEN-01832,2025-05-15,2025-05-18,Preventive Maintenance,Medium,Closed,7,3,False,781.38,VEND-011,CleanCore Services,True
WO-0003237,PROP-0150,TEN-01830,2025-05-11,,Tenant Request,High,Open,3,,True,829.34,VEND-011,CleanCore Services,True
WO-0003238,PROP-0150,,2025-06-14,,Electrical,Medium,In Progress,7,,False,801.98,VEND-003,Metro Mechanical,True
WO-0003239,PROP-0150,TEN-01835,2025-07-01,2025-07-07,Tenant Request,Medium,Closed,7,6,False,249.85,VEND-001,Rapid Repair Co,True
WO-0003240,PROP-0150,TEN-01826,2025-08-16,2025-08-18,Elevator,Medium,Closed,7,2,False,1087.8,VEND-010,FrontDesk Patrol,True
WO-0003241,PROP-0150,TEN-01831,2025-08-23,2025-08-28,HVAC,Medium,Closed,7,5,False,631.67,VEND-009,Guardian Security,True
WO-0003242,PROP-0150,TEN-01827,2025-08-10,2025-08-17,Elevator,Medium,Closed,7,7,False,578.86,VEND-005,Bright Electric,True
WO-0003243,PROP-0150,TEN-01825,2025-08-01,2025-08-11,Plumbing,Low,Closed,14,10,False,678.54,VEND-004,Ace Plumbing,True
WO-0003244,PROP-0150,TEN-01823,2025-08-13,2025-08-23,Preventive Maintenance,Medium,Closed,7,10,True,318.6,VEND-001,Rapid Repair Co,True
WO-0003245,PROP-0150,,2025-10-17,,Plumbing,Low,In Progress,14,,True,375.37,VEND-010,FrontDesk Patrol,True
WO-0003246,PROP-0150,,2025-10-14,2025-10-17,Janitorial,Medium,Closed,7,3,False,722.89,VEND-010,FrontDesk Patrol,True
WO-0003247,PROP-0150,,2025-10-21,,Plumbing,Medium,In Progress,7,,False,909.16,VEND-003,Metro Mechanical,True
WO-0003248,PROP-0150,,2025-11-28,2025-12-04,Security,Low,Closed,14,6,False,392.12,VEND-005,Bright Electric,True
WO-0003249,PROP-0150,TEN-01825,2025-12-07,2025-12-08,Elevator,High,Closed,3,1,False,615.29,VEND-010,FrontDesk Patrol,True
WO-0003250,PROP-0150,TEN-01827,2025-12-05,2025-12-20,Plumbing,Low,Closed,14,15,True,266.71,VEND-009,Guardian Security,True
WO-0003251,PROP-0151,TEN-01844,2025-01-04,2025-01-05,Janitorial,High,Closed,3,1,False,2065.63,VEND-012,Sparkle Janitorial,True
WO-0003252,PROP-0151,TEN-01840,2025-03-06,,Common Area,Low,Open,14,,False,322.87,VEND-011,CleanCore Services,True
WO-0003253,PROP-0151,TEN-01842,2025-04-24,2025-04-25,Tenant Request,Critical,Closed,1,1,False,1519.93,VEND-003,Metro Mechanical,True
WO-0003254,PROP-0151,TEN-01846,2025-04-23,2025-05-08,Elevator,Medium,Closed,7,15,True,262.85,VEND-009,Guardian Security,True
WO-0003255,PROP-0151,,2025-04-08,,Elevator,Low,Open,14,,False,612.03,VEND-003,Metro Mechanical,True
WO-0003256,PROP-0151,,2025-04-18,2025-05-02,Common Area,Medium,Closed,7,14,True,227.76,VEND-011,CleanCore Services,True
WO-0003257,PROP-0151,,2025-05-02,2025-05-07,Elevator,Medium,Closed,7,5,False,1269.91,VEND-002,Skyline Maintenance,True
WO-0003258,PROP-0151,TEN-01836,2025-06-02,,Electrical,Low,Open,14,,False,394.37,VEND-005,Bright Electric,True
WO-0003259,PROP-0151,TEN-01847,2025-06-28,2025-07-06,Common Area,Low,Closed,14,8,False,72.72,VEND-010,FrontDesk Patrol,True
WO-0003260,PROP-0151,,2025-08-18,2025-08-19,Preventive Maintenance,High,Closed,3,1,False,1242.27,VEND-005,Bright Electric,True
WO-0003261,PROP-0151,TEN-01846,2025-08-14,,Security,Low,Open,14,,False,287.49,VEND-002,Skyline Maintenance,True
WO-0003262,PROP-0151,TEN-01841,2025-08-23,,Elevator,Low,Open,14,,False,393.58,VEND-003,Metro Mechanical,True
WO-0003263,PROP-0151,,2025-10-08,2025-10-09,Common Area,High,Closed,3,1,False,2175.12,VEND-003,Metro Mechanical,True
WO-0003264,PROP-0151,TEN-01842,2025-10-25,2025-10-26,Janitorial,Medium,Closed,7,1,False,548.04,VEND-001,Rapid Repair Co,True
WO-0003265,PROP-0151,TEN-01841,2025-10-08,2025-10-19,HVAC,Low,Closed,14,11,False,536.65,VEND-009,Guardian Security,True
WO-0003266,PROP-0151,TEN-01847,2025-11-09,2025-11-21,Common Area,Low,Closed,14,12,False,212.35,VEND-002,Skyline Maintenance,True
WO-0003267,PROP-0152,,2025-01-19,2025-01-20,Security,Medium,Closed,7,1,False,89.36,VEND-009,Guardian Security,True
WO-0003268,PROP-0152,TEN-01852,2025-02-16,2025-02-18,Janitorial,Medium,Closed,7,2,False,264.35,VEND-001,Rapid Repair Co,True
WO-0003269,PROP-0152,,2025-04-07,2025-04-08,HVAC,Medium,Closed,7,1,False,71.59,VEND-004,Ace Plumbing,True
WO-0003270,PROP-0152,,2025-04-17,2025-04-19,Preventive Maintenance,Medium,Closed,7,2,False,450.25,VEND-001,Rapid Repair Co,True
WO-0003271,PROP-0152,,2025-04-06,,Preventive Maintenance,High,In Progress,3,,True,1720.1,VEND-005,Bright Electric,True
WO-0003272,PROP-0152,TEN-01861,2025-06-15,2025-06-18,Plumbing,High,Closed,3,3,False,1221.24,VEND-009,Guardian Security,True
WO-0003273,PROP-0152,TEN-01852,2025-07-14,,Tenant Request,Medium,Open,7,,True,826.64,VEND-011,CleanCore Services,True
WO-0003274,PROP-0152,TEN-01851,2025-07-15,2025-07-22,Electrical,Medium,Closed,7,7,False,430.03,VEND-012,Sparkle Janitorial,True
WO-0003275,PROP-0152,TEN-01853,2025-09-19,,Plumbing,Medium,Open,7,,False,637.3,VEND-004,Ace Plumbing,True
WO-0003276,PROP-0153,TEN-01872,2025-01-11,2025-01-18,Tenant Request,Medium,Closed,7,7,False,785.35,VEND-001,Rapid Repair Co,True
WO-0003277,PROP-0153,TEN-01874,2025-01-07,2025-01-14,HVAC,Medium,Closed,7,7,False,441.49,VEND-010,FrontDesk Patrol,True
WO-0003278,PROP-0153,TEN-01876,2025-02-12,2025-02-17,HVAC,Medium,Closed,7,5,False,50.0,VEND-002,Skyline Maintenance,True
WO-0003279,PROP-0153,,2025-02-17,2025-03-11,HVAC,Low,Closed,14,22,True,208.44,VEND-011,CleanCore Services,True
WO-0003280,PROP-0153,TEN-01867,2025-03-09,2025-04-02,HVAC,Medium,Closed,7,24,True,403.67,VEND-003,Metro Mechanical,True
WO-0003281,PROP-0153,TEN-01864,2025-04-19,2025-04-28,Elevator,Low,Closed,14,9,False,87.08,VEND-004,Ace Plumbing,True
WO-0003282,PROP-0153,TEN-01870,2025-04-24,2025-04-27,Preventive Maintenance,Medium,Closed,7,3,False,144.32,VEND-012,Sparkle Janitorial,True
WO-0003283,PROP-0153,TEN-01867,2025-04-11,,Janitorial,Low,In Progress,14,,False,288.73,VEND-001,Rapid Repair Co,True
WO-0003284,PROP-0153,TEN-01864,2025-05-27,2025-06-02,Tenant Request,Low,Closed,14,6,False,71.5,VEND-003,Metro Mechanical,True
WO-0003285,PROP-0153,,2025-06-04,2025-06-11,Electrical,Medium,Closed,7,7,False,954.92,VEND-012,Sparkle Janitorial,True
WO-0003286,PROP-0153,TEN-01874,2025-06-17,2025-06-19,Tenant Request,High,Closed,3,2,False,1474.67,VEND-004,Ace Plumbing,True
WO-0003287,PROP-0153,TEN-01867,2025-06-20,2025-07-11,Elevator,Medium,Closed,7,21,True,370.03,VEND-004,Ace Plumbing,True
WO-0003288,PROP-0153,TEN-01875,2025-07-22,2025-07-28,Electrical,Medium,Closed,7,6,False,316.01,VEND-012,Sparkle Janitorial,True
WO-0003289,PROP-0153,TEN-01872,2025-07-19,2025-07-27,Plumbing,High,Closed,3,8,True,1052.16,VEND-009,Guardian Security,True
WO-0003290,PROP-0153,TEN-01869,2025-07-13,2025-07-14,Preventive Maintenance,Medium,Closed,7,1,False,134.94,VEND-011,CleanCore Services,True
WO-0003291,PROP-0153,TEN-01872,2025-08-16,2025-08-28,Tenant Request,Low,Closed,14,12,False,603.17,VEND-001,Rapid Repair Co,True
WO-0003292,PROP-0153,TEN-01874,2025-08-06,2025-08-13,Plumbing,Low,Closed,14,7,False,148.92,VEND-010,FrontDesk Patrol,True
WO-0003293,PROP-0153,,2025-10-02,2025-10-10,Tenant Request,Medium,Closed,7,8,True,286.5,VEND-009,Guardian Security,True
WO-0003294,PROP-0153,,2025-10-27,2025-10-28,Preventive Maintenance,Low,Closed,14,1,False,546.54,VEND-011,CleanCore Services,True
WO-0003295,PROP-0153,,2025-10-11,2025-10-25,HVAC,Low,Closed,14,14,False,326.25,VEND-011,CleanCore Services,True
WO-0003296,PROP-0153,TEN-01876,2025-10-22,2025-10-25,Preventive Maintenance,Medium,Closed,7,3,False,2214.03,VEND-010,FrontDesk Patrol,True
WO-0003297,PROP-0153,TEN-01867,2025-10-28,2025-10-29,Elevator,Critical,Closed,1,1,False,10197.38,VEND-003,Metro Mechanical,True
WO-0003298,PROP-0153,TEN-01871,2025-12-22,2025-12-26,Common Area,Medium,Closed,7,4,False,50.0,VEND-003,Metro Mechanical,True
WO-0003299,PROP-0153,TEN-01876,2025-12-27,2025-12-28,Electrical,Critical,Closed,1,1,False,3381.94,VEND-005,Bright Electric,True
WO-0003300,PROP-0153,TEN-01870,2025-12-22,2025-12-26,Elevator,Low,Closed,14,4,False,389.95,VEND-012,Sparkle Janitorial,True
WO-0003301,PROP-0154,,2025-01-18,2025-02-02,HVAC,Low,Closed,14,15,True,480.65,VEND-001,Rapid Repair Co,True
WO-0003302,PROP-0154,,2025-03-08,2025-03-09,Tenant Request,Low,Closed,14,1,False,654.69,VEND-005,Bright Electric,True
WO-0003303,PROP-0154,TEN-01880,2025-03-24,2025-03-31,Janitorial,Medium,Closed,7,7,False,540.38,VEND-003,Metro Mechanical,True
WO-0003304,PROP-0154,TEN-01885,2025-04-19,2025-04-29,HVAC,Low,Closed,14,10,False,229.07,VEND-004,Ace Plumbing,True
WO-0003305,PROP-0154,TEN-01883,2025-04-25,2025-04-30,Common Area,Low,Closed,14,5,False,72.57,VEND-002,Skyline Maintenance,True
WO-0003306,PROP-0154,TEN-01885,2025-06-14,2025-06-19,Preventive Maintenance,Medium,Closed,7,5,False,208.02,VEND-009,Guardian Security,True
WO-0003307,PROP-0154,,2025-06-19,2025-06-20,HVAC,Low,Closed,14,1,False,273.17,VEND-012,Sparkle Janitorial,True
WO-0003308,PROP-0154,,2025-07-28,2025-08-02,Preventive Maintenance,Medium,Closed,7,5,False,284.43,VEND-004,Ace Plumbing,True
