ar_id,property_id,tenant_id,month,billed_rent,amount_paid,outstanding_balance,aging_bucket,collection_priority,synthetic_record
AR-0020218,PROP-0138,TEN-01685,2025-10-01,9013.27,9013.27,0.0,Current,Low,True
AR-0020219,PROP-0138,TEN-01685,2025-11-01,9013.27,9013.27,0.0,Current,Low,True
AR-0020220,PROP-0138,TEN-01685,2025-12-01,9013.27,9013.27,0.0,Current,Low,True
AR-0020221,PROP-0138,TEN-01686,2025-01-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020222,PROP-0138,TEN-01686,2025-02-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020223,PROP-0138,TEN-01686,2025-03-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020224,PROP-0138,TEN-01686,2025-04-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020225,PROP-0138,TEN-01686,2025-05-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020226,PROP-0138,TEN-01686,2025-06-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020227,PROP-0138,TEN-01686,2025-07-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020228,PROP-0138,TEN-01686,2025-08-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020229,PROP-0138,TEN-01686,2025-09-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020230,PROP-0138,TEN-01686,2025-10-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020231,PROP-0138,TEN-01686,2025-11-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020232,PROP-0138,TEN-01686,2025-12-01,7528.57,7528.57,0.0,Current,Low,True
AR-0020233,PROP-0139,TEN-01687,2025-01-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020234,PROP-0139,TEN-01687,2025-02-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020235,PROP-0139,TEN-01687,2025-03-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020236,PROP-0139,TEN-01687,2025-04-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020237,PROP-0139,TEN-01687,2025-05-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020238,PROP-0139,TEN-01687,2025-06-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020239,PROP-0139,TEN-01687,2025-07-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020240,PROP-0139,TEN-01687,2025-08-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020241,PROP-0139,TEN-01687,2025-09-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020242,PROP-0139,TEN-01687,2025-10-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020243,PROP-0139,TEN-01687,2025-11-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020244,PROP-0139,TEN-01687,2025-12-01,11272.58,11272.58,0.0,Current,Low,True
AR-0020245,PROP-0139,TEN-01688,2025-01-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020246,PROP-0139,TEN-01688,2025-02-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020247,PROP-0139,TEN-01688,2025-03-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020248,PROP-0139,TEN-01688,2025-04-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020249,PROP-0139,TEN-01688,2025-05-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020250,PROP-0139,TEN-01688,2025-06-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020251,PROP-0139,TEN-01688,2025-07-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020252,PROP-0139,TEN-01688,2025-08-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020253,PROP-0139,TEN-01688,2025-09-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020254,PROP-0139,TEN-01688,2025-10-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020255,PROP-0139,TEN-01688,2025-11-01,1317.18,658.59,658.59,61-90,High,True
AR-0020256,PROP-0139,TEN-01688,2025-12-01,1317.18,1317.18,0.0,Current,Low,True
AR-0020257,PROP-0139,TEN-01689,2025-01-01,900.0,900.0,0.0,Current,Low,True
AR-0020258,PROP-0139,TEN-01689,2025-02-01,900.0,900.0,0.0,Current,Low,True
AR-0020259,PROP-0139,TEN-01689,2025-03-01,900.0,900.0,0.0,Current,Low,True
AR-0020260,PROP-0139,TEN-01689,2025-04-01,900.0,900.0,0.0,Current,Low,True
AR-0020261,PROP-0139,TEN-01689,2025-05-01,900.0,900.0,0.0,Current,Low,True
AR-0020262,PROP-0139,TEN-01689,2025-06-01,900.0,675.0,225.0,90+,Critical,True
AR-0020263,PROP-0139,TEN-01689,2025-07-01,900.0,900.0,0.0,Current,Low,True
AR-0020264,PROP-0139,TEN-01689,2025-08-01,900.0,900.0,0.0,Current,Low,True
AR-0020265,PROP-0139,TEN-01689,2025-09-01,900.0,675.0,225.0,31-60,Medium,True
AR-0020266,PROP-0139,TEN-01689,2025-10-01,900.0,900.0,0.0,Current,Low,True
AR-0020267,PROP-0139,TEN-01689,2025-11-01,900.0,900.0,0.0,Current,Low,True
AR-0020268,PROP-0139,TEN-01689,2025-12-01,900.0,900.0,0.0,Current,Low,True
AR-0020269,PROP-0139,TEN-01690,2025-01-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020270,PROP-0139,TEN-01690,2025-02-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020271,PROP-0139,TEN-01690,2025-03-01,7221.18,1805.3,5415.88,1-30,Medium,True
AR-0020272,PROP-0139,TEN-01690,2025-04-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020273,PROP-0139,TEN-01690,2025-05-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020274,PROP-0139,TEN-01690,2025-06-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020275,PROP-0139,TEN-01690,2025-07-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020276,PROP-0139,TEN-01690,2025-08-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020277,PROP-0139,TEN-01690,2025-09-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020278,PROP-0139,TEN-01690,2025-10-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020279,PROP-0139,TEN-01690,2025-11-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020280,PROP-0139,TEN-01690,2025-12-01,7221.18,7221.18,0.0,Current,Low,True
AR-0020281,PROP-0139,TEN-01691,2025-01-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020282,PROP-0139,TEN-01691,2025-02-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020283,PROP-0139,TEN-01691,2025-03-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020284,PROP-0139,TEN-01691,2025-04-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020285,PROP-0139,TEN-01691,2025-05-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020286,PROP-0139,TEN-01691,2025-06-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020287,PROP-0139,TEN-01691,2025-07-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020288,PROP-0139,TEN-01691,2025-08-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020289,PROP-0139,TEN-01691,2025-09-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020290,PROP-0139,TEN-01691,2025-10-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020291,PROP-0139,TEN-01691,2025-11-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020292,PROP-0139,TEN-01691,2025-12-01,3670.76,3670.76,0.0,Current,Low,True
AR-0020293,PROP-0139,TEN-01692,2025-01-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020294,PROP-0139,TEN-01692,2025-02-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020295,PROP-0139,TEN-01692,2025-03-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020296,PROP-0139,TEN-01692,2025-04-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020297,PROP-0139,TEN-01692,2025-05-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020298,PROP-0139,TEN-01692,2025-06-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020299,PROP-0139,TEN-01692,2025-07-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020300,PROP-0139,TEN-01692,2025-08-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020301,PROP-0139,TEN-01692,2025-09-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020302,PROP-0139,TEN-01692,2025-10-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020303,PROP-0139,TEN-01692,2025-11-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020304,PROP-0139,TEN-01692,2025-12-01,3020.45,3020.45,0.0,Current,Low,True
AR-0020305,PROP-0139,TEN-01693,2025-01-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020306,PROP-0139,TEN-01693,2025-02-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020307,PROP-0139,TEN-01693,2025-03-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020308,PROP-0139,TEN-01693,2025-04-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020309,PROP-0139,TEN-01693,2025-05-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020310,PROP-0139,TEN-01693,2025-06-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020311,PROP-0139,TEN-01693,2025-07-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020312,PROP-0139,TEN-01693,2025-08-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020313,PROP-0139,TEN-01693,2025-09-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020314,PROP-0139,TEN-01693,2025-10-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020315,PROP-0139,TEN-01693,2025-11-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020316,PROP-0139,TEN-01693,2025-12-01,11442.36,11442.36,0.0,Current,Low,True
AR-0020317,PROP-0139,TEN-01694,2025-01-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020318,PROP-0139,TEN-01694,2025-02-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020319,PROP-0139,TEN-01694,2025-03-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020320,PROP-0139,TEN-01694,2025-04-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020321,PROP-0139,TEN-01694,2025-05-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020322,PROP-0139,TEN-01694,2025-06-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020323,PROP-0139,TEN-01694,2025-07-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020324,PROP-0139,TEN-01694,2025-08-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020325,PROP-0139,TEN-01694,2025-09-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020326,PROP-0139,TEN-01694,2025-10-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020327,PROP-0139,TEN-01694,2025-11-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020328,PROP-0139,TEN-01694,2025-12-01,8709.19,8709.19,0.0,Current,Low,True
AR-0020329,PROP-0139,TEN-01695,2025-01-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020330,PROP-0139,TEN-01695,2025-02-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020331,PROP-0139,TEN-01695,2025-03-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020332,PROP-0139,TEN-01695,2025-04-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020333,PROP-0139,TEN-01695,2025-05-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020334,PROP-0139,TEN-01695,2025-06-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020335,PROP-0139,TEN-01695,2025-07-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020336,PROP-0139,TEN-01695,2025-08-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020337,PROP-0139,TEN-01695,2025-09-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020338,PROP-0139,TEN-01695,2025-10-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020339,PROP-0139,TEN-01695,2025-11-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020340,PROP-0139,TEN-01695,2025-12-01,1474.31,1474.31,0.0,Current,Low,True
AR-0020341,PROP-0139,TEN-01696,2025-01-01,900.0,0.0,900.0,1-30,Medium,True
AR-0020342,PROP-0139,TEN-01696,2025-02-01,900.0,900.0,0.0,Current,Low,True
AR-0020343,PROP-0139,TEN-01696,2025-03-01,900.0,900.0,0.0,Current,Low,True
AR-0020344,PROP-0139,TEN-01696,2025-04-01,900.0,900.0,0.0,Current,Low,True
AR-0020345,PROP-0139,TEN-01696,2025-05-01,900.0,675.0,225.0,61-90,High,True
AR-0020346,PROP-0139,TEN-01696,2025-06-01,900.0,900.0,0.0,Current,Low,True
AR-0020347,PROP-0139,TEN-01696,2025-07-01,900.0,900.0,0.0,Current,Low,True
AR-0020348,PROP-0139,TEN-01696,2025-08-01,900.0,900.0,0.0,Current,Low,True
AR-0020349,PROP-0139,TEN-01696,2025-09-01,900.0,900.0,0.0,Current,Low,True
AR-0020350,PROP-0139,TEN-01696,2025-10-01,900.0,900.0,0.0,Current,Low,True
AR-0020351,PROP-0139,TEN-01696,2025-11-01,900.0,900.0,0.0,Current,Low,True
AR-0020352,PROP-0139,TEN-01696,2025-12-01,900.0,900.0,0.0,Current,Low,True
AR-0020353,PROP-0139,TEN-01697,2025-01-01,2151.48,537.87,1613.61,90+,Critical,True
AR-0020354,PROP-0139,TEN-01697,2025-02-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020355,PROP-0139,TEN-01697,2025-03-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020356,PROP-0139,TEN-01697,2025-04-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020357,PROP-0139,TEN-01697,2025-05-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020358,PROP-0139,TEN-01697,2025-06-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020359,PROP-0139,TEN-01697,2025-07-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020360,PROP-0139,TEN-01697,2025-08-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020361,PROP-0139,TEN-01697,2025-09-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020362,PROP-0139,TEN-01697,2025-10-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020363,PROP-0139,TEN-01697,2025-11-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020364,PROP-0139,TEN-01697,2025-12-01,2151.48,2151.48,0.0,Current,Low,True
AR-0020365,PROP-0139,TEN-01698,2025-01-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020366,PROP-0139,TEN-01698,2025-02-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020367,PROP-0139,TEN-01698,2025-03-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020368,PROP-0139,TEN-01698,2025-04-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020369,PROP-0139,TEN-01698,2025-05-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020370,PROP-0139,TEN-01698,2025-06-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020371,PROP-0139,TEN-01698,2025-07-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020372,PROP-0139,TEN-01698,2025-08-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020373,PROP-0139,TEN-01698,2025-09-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020374,PROP-0139,TEN-01698,2025-10-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020375,PROP-0139,TEN-01698,2025-11-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020376,PROP-0139,TEN-01698,2025-12-01,2728.15,2728.15,0.0,Current,Low,True
AR-0020377,PROP-0139,TEN-01699,2025-01-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020378,PROP-0139,TEN-01699,2025-02-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020379,PROP-0139,TEN-01699,2025-03-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020380,PROP-0139,TEN-01699,2025-04-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020381,PROP-0139,TEN-01699,2025-05-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020382,PROP-0139,TEN-01699,2025-06-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020383,PROP-0139,TEN-01699,2025-07-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020384,PROP-0139,TEN-01699,2025-08-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020385,PROP-0139,TEN-01699,2025-09-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020386,PROP-0139,TEN-01699,2025-10-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020387,PROP-0139,TEN-01699,2025-11-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020388,PROP-0139,TEN-01699,2025-12-01,4513.77,4513.77,0.0,Current,Low,True
AR-0020389,PROP-0140,TEN-01700,2025-01-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020390,PROP-0140,TEN-01700,2025-02-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020391,PROP-0140,TEN-01700,2025-03-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020392,PROP-0140,TEN-01700,2025-04-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020393,PROP-0140,TEN-01700,2025-05-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020394,PROP-0140,TEN-01700,2025-06-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020395,PROP-0140,TEN-01700,2025-07-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020396,PROP-0140,TEN-01700,2025-08-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020397,PROP-0140,TEN-01700,2025-09-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020398,PROP-0140,TEN-01700,2025-10-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020399,PROP-0140,TEN-01700,2025-11-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020400,PROP-0140,TEN-01700,2025-12-01,17216.07,17216.07,0.0,Current,Low,True
AR-0020401,PROP-0140,TEN-01701,2025-01-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020402,PROP-0140,TEN-01701,2025-02-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020403,PROP-0140,TEN-01701,2025-03-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020404,PROP-0140,TEN-01701,2025-04-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020405,PROP-0140,TEN-01701,2025-05-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020406,PROP-0140,TEN-01701,2025-06-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020407,PROP-0140,TEN-01701,2025-07-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020408,PROP-0140,TEN-01701,2025-08-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020409,PROP-0140,TEN-01701,2025-09-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020410,PROP-0140,TEN-01701,2025-10-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020411,PROP-0140,TEN-01701,2025-11-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020412,PROP-0140,TEN-01701,2025-12-01,12308.27,12308.27,0.0,Current,Low,True
AR-0020413,PROP-0140,TEN-01702,2025-01-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020414,PROP-0140,TEN-01702,2025-02-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020415,PROP-0140,TEN-01702,2025-03-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020416,PROP-0140,TEN-01702,2025-04-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020417,PROP-0140,TEN-01702,2025-05-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020418,PROP-0140,TEN-01702,2025-06-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020419,PROP-0140,TEN-01702,2025-07-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020420,PROP-0140,TEN-01702,2025-08-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020421,PROP-0140,TEN-01702,2025-09-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020422,PROP-0140,TEN-01702,2025-10-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020423,PROP-0140,TEN-01702,2025-11-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020424,PROP-0140,TEN-01702,2025-12-01,14544.49,14544.49,0.0,Current,Low,True
AR-0020425,PROP-0140,TEN-01703,2025-01-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020426,PROP-0140,TEN-01703,2025-02-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020427,PROP-0140,TEN-01703,2025-03-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020428,PROP-0140,TEN-01703,2025-04-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020429,PROP-0140,TEN-01703,2025-05-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020430,PROP-0140,TEN-01703,2025-06-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020431,PROP-0140,TEN-01703,2025-07-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020432,PROP-0140,TEN-01703,2025-08-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020433,PROP-0140,TEN-01703,2025-09-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020434,PROP-0140,TEN-01703,2025-10-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020435,PROP-0140,TEN-01703,2025-11-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020436,PROP-0140,TEN-01703,2025-12-01,23877.46,23877.46,0.0,Current,Low,True
AR-0020437,PROP-0140,TEN-01704,2025-01-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020438,PROP-0140,TEN-01704,2025-02-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020439,PROP-0140,TEN-01704,2025-03-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020440,PROP-0140,TEN-01704,2025-04-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020441,PROP-0140,TEN-01704,2025-05-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020442,PROP-0140,TEN-01704,2025-06-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020443,PROP-0140,TEN-01704,2025-07-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020444,PROP-0140,TEN-01704,2025-08-01,24065.05,18048.79,6016.26,31-60,Medium,True
AR-0020445,PROP-0140,TEN-01704,2025-09-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020446,PROP-0140,TEN-01704,2025-10-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020447,PROP-0140,TEN-01704,2025-11-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020448,PROP-0140,TEN-01704,2025-12-01,24065.05,24065.05,0.0,Current,Low,True
AR-0020449,PROP-0140,TEN-01705,2025-01-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020450,PROP-0140,TEN-01705,2025-02-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020451,PROP-0140,TEN-01705,2025-03-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020452,PROP-0140,TEN-01705,2025-04-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020453,PROP-0140,TEN-01705,2025-05-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020454,PROP-0140,TEN-01705,2025-06-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020455,PROP-0140,TEN-01705,2025-07-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020456,PROP-0140,TEN-01705,2025-08-01,15068.37,11301.28,3767.09,1-30,Medium,True
AR-0020457,PROP-0140,TEN-01705,2025-09-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020458,PROP-0140,TEN-01705,2025-10-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020459,PROP-0140,TEN-01705,2025-11-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020460,PROP-0140,TEN-01705,2025-12-01,15068.37,15068.37,0.0,Current,Low,True
AR-0020461,PROP-0140,TEN-01706,2025-01-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020462,PROP-0140,TEN-01706,2025-02-01,23169.83,17377.37,5792.46,61-90,High,True
AR-0020463,PROP-0140,TEN-01706,2025-03-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020464,PROP-0140,TEN-01706,2025-04-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020465,PROP-0140,TEN-01706,2025-05-01,23169.83,11584.92,11584.92,90+,Critical,True
AR-0020466,PROP-0140,TEN-01706,2025-06-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020467,PROP-0140,TEN-01706,2025-07-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020468,PROP-0140,TEN-01706,2025-08-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020469,PROP-0140,TEN-01706,2025-09-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020470,PROP-0140,TEN-01706,2025-10-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020471,PROP-0140,TEN-01706,2025-11-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020472,PROP-0140,TEN-01706,2025-12-01,23169.83,23169.83,0.0,Current,Low,True
AR-0020473,PROP-0140,TEN-01707,2025-01-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020474,PROP-0140,TEN-01707,2025-02-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020475,PROP-0140,TEN-01707,2025-03-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020476,PROP-0140,TEN-01707,2025-04-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020477,PROP-0140,TEN-01707,2025-05-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020478,PROP-0140,TEN-01707,2025-06-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020479,PROP-0140,TEN-01707,2025-07-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020480,PROP-0140,TEN-01707,2025-08-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020481,PROP-0140,TEN-01707,2025-09-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020482,PROP-0140,TEN-01707,2025-10-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020483,PROP-0140,TEN-01707,2025-11-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020484,PROP-0140,TEN-01707,2025-12-01,35828.78,35828.78,0.0,Current,Low,True
AR-0020485,PROP-0140,TEN-01708,2025-01-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020486,PROP-0140,TEN-01708,2025-02-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020487,PROP-0140,TEN-01708,2025-03-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020488,PROP-0140,TEN-01708,2025-04-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020489,PROP-0140,TEN-01708,2025-05-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020490,PROP-0140,TEN-01708,2025-06-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020491,PROP-0140,TEN-01708,2025-07-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020492,PROP-0140,TEN-01708,2025-08-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020493,PROP-0140,TEN-01708,2025-09-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020494,PROP-0140,TEN-01708,2025-10-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020495,PROP-0140,TEN-01708,2025-11-01,31167.3,31167.3,0.0,Current,Low,True
AR-0020496,PROP-0140,TEN-01708,2025-12-01,31167.3,31167.3,0.0,Current,Low,True
