tenant_id,property_id,tenant_name,tenant_category,occupied_sqft,unit_count,lease_start_date,lease_end_date,monthly_rent,security_deposit,tenant_status,synthetic_record
TEN-01712,PROP-0140,Atlas Services 1712,Residential,16026,14,2022-06-13,2023-06-13,17638.44,17638.44,Month-to-Month,True
TEN-01713,PROP-0140,Beacon Holdings 1713,Residential,2995,21,2021-03-05,2022-03-05,28309.98,28309.98,Active,True
TEN-01714,PROP-0140,Sterling Partners 1714,Residential,10094,15,2021-02-27,2025-02-27,20106.32,20106.32,Active,True
TEN-01715,PROP-0140,Evergreen Group 1715,Retail,3932,22,2021-06-05,2023-06-05,23870.44,47740.88,Active,True
TEN-01716,PROP-0140,Northstar Labs 1716,Residential,9004,12,2023-02-09,2027-02-09,17059.66,34119.33,Active,True
TEN-01717,PROP-0141,Beacon Cafe 1717,Residential,5802,4,2022-03-21,2025-03-21,9401.79,9401.79,Renewal Risk,True
TEN-01718,PROP-0141,Parkside Market 1718,Residential,1400,1,2021-04-14,2026-04-14,3269.36,3269.36,Active,True
TEN-01719,PROP-0141,Cornerstone Partners 1719,Residential,1460,1,2022-07-06,2023-07-06,3758.02,7516.05,Active,True
TEN-01720,PROP-0141,Liberty Group 1720,Residential,1652,1,2023-08-11,2025-08-11,2710.06,4065.1,Active,True
TEN-01721,PROP-0141,Apex Cafe 1721,Residential,1474,1,2024-09-09,2026-09-09,1385.24,2077.86,Active,True
TEN-01722,PROP-0141,Urban Studio 1722,Retail,3622,1,2024-04-17,2027-04-17,2212.42,3318.63,Active,True
TEN-01723,PROP-0141,Harbor Design 1723,Residential,1495,4,2022-12-08,2026-12-08,9440.3,9440.3,Active,True
TEN-01724,PROP-0141,Northstar Consulting 1724,Residential,1839,1,2023-01-09,2025-01-09,995.84,995.84,Month-to-Month,True
TEN-01725,PROP-0141,Cedar Labs 1725,Residential,776,1,2024-05-15,2026-05-15,900.0,900.0,Active,True
TEN-01726,PROP-0141,Summit Labs 1726,Food & Beverage,3134,1,2021-04-29,2022-04-29,2465.99,2465.99,Active,True
TEN-01727,PROP-0141,Hudson Retail 1727,Office/Services,2725,1,2024-07-27,2027-07-27,3850.2,7700.4,Active,True
TEN-01728,PROP-0141,Urban Fitness 1728,Residential,3216,3,2021-01-25,2022-01-25,7959.72,7959.72,Month-to-Month,True
TEN-01729,PROP-0141,Metro Group 1729,Food & Beverage,350,1,2022-01-28,2025-01-28,900.0,1350.0,Active,True
TEN-01730,PROP-0141,Evergreen Consulting 1730,Healthcare,1767,3,2024-06-01,2026-06-01,6383.3,12766.6,Renewal Risk,True
TEN-01731,PROP-0142,Apex Fitness 1731,Residential,6008,6,2021-04-21,2024-04-21,18416.44,36832.88,Active,True
TEN-01732,PROP-0142,Sterling Studio 1732,Residential,3880,8,2024-06-22,2027-06-22,22883.51,22883.51,Active,True
TEN-01733,PROP-0142,Evergreen Labs 1733,Fitness/Wellness,8532,2,2021-01-15,2023-01-15,5009.71,5009.71,Active,True
TEN-01734,PROP-0142,Metro Design 1734,Residential,5065,1,2023-07-06,2027-07-06,4677.36,4677.36,Active,True
TEN-01735,PROP-0142,Northstar Labs 1735,Residential,1459,13,2023-09-16,2028-09-16,51029.68,76544.52,Month-to-Month,True
TEN-01736,PROP-0142,Cornerstone Holdings 1736,Retail,25324,9,2023-03-29,2026-03-29,27164.46,27164.46,Active,True
TEN-01737,PROP-0142,Liberty Fitness 1737,Residential,12299,11,2021-09-07,2022-09-07,35474.36,35474.36,Renewal Risk,True
TEN-01738,PROP-0142,Evergreen Holdings 1738,Residential,2398,2,2021-11-07,2025-11-07,4851.83,9703.66,Active,True
TEN-01739,PROP-0142,Apex Group 1739,Residential,3293,1,2023-01-08,2028-01-08,5839.32,5839.32,Active,True
TEN-01740,PROP-0142,Apex Design 1740,Residential,8428,8,2023-02-25,2026-02-25,24503.08,49006.17,Renewal Risk,True
TEN-01741,PROP-0142,Hudson Labs 1741,Residential,12819,15,2022-10-03,2024-10-03,52985.08,79477.62,Active,True
TEN-01742,PROP-0142,Evergreen Partners 1742,Healthcare,8934,6,2021-11-03,2024-11-03,19638.69,39277.38,Active,True
TEN-01743,PROP-0142,Cedar Consulting 1743,Residential,6046,2,2024-05-04,2025-05-04,6938.6,10407.91,Active,True
TEN-01744,PROP-0143,Apex Pharmacy 1744,Residential,2968,1,2022-08-28,2026-08-28,900.0,900.0,Active,True
TEN-01745,PROP-0143,Cedar Cafe 1745,Retail,2487,4,2023-12-21,2024-12-21,6754.76,10132.14,Active,True
TEN-01746,PROP-0143,Evergreen Partners 1746,Fitness/Wellness,4217,1,2022-12-09,2024-12-09,900.0,1350.0,Active,True
TEN-01747,PROP-0143,Cornerstone Retail 1747,Residential,1646,1,2023-10-25,2026-10-25,900.0,1800.0,Active,True
TEN-01748,PROP-0143,Summit Design 1748,Food & Beverage,936,3,2022-08-10,2023-08-10,5253.52,10507.04,Active,True
TEN-01749,PROP-0143,Atlas Studio 1749,Residential,541,1,2022-06-11,2024-06-11,2043.11,3064.66,Active,True
TEN-01750,PROP-0143,Hudson Cafe 1750,Residential,1626,2,2022-04-16,2024-04-16,2725.27,4087.91,Active,True
TEN-01751,PROP-0143,Atlas Consulting 1751,Residential,1762,5,2023-10-12,2025-10-12,9826.27,14739.41,Active,True
TEN-01752,PROP-0143,Apex Labs 1752,Residential,1271,1,2022-06-21,2023-06-21,2027.48,2027.48,Active,True
TEN-01753,PROP-0143,Cornerstone Fitness 1753,Office/Services,1324,5,2022-12-07,2024-12-07,9731.49,19462.98,Active,True
TEN-01754,PROP-0143,Beacon Holdings 1754,Residential,1793,1,2023-09-17,2027-09-17,2580.32,5160.65,Active,True
TEN-01755,PROP-0143,Parkside Studio 1755,Residential,1104,5,2024-01-01,2029-01-01,9349.83,18699.65,Active,True
TEN-01756,PROP-0143,Beacon Cafe 1756,Residential,3358,1,2021-06-24,2022-06-24,1527.2,3054.39,Month-to-Month,True
TEN-01757,PROP-0144,Harbor Group 1757,Residential,2612,5,2021-08-18,2024-08-18,31410.23,31410.23,Active,True
TEN-01758,PROP-0144,Urban Fitness 1758,Residential,7981,4,2024-09-03,2026-09-03,29068.23,58136.47,Active,True
TEN-01759,PROP-0144,Northstar Partners 1759,Residential,3425,5,2022-11-14,2023-11-14,36511.39,54767.08,Active,True
TEN-01760,PROP-0144,Pioneer Labs 1760,Healthcare,2690,1,2024-09-02,2025-09-02,4036.1,4036.1,Active,True
TEN-01761,PROP-0144,Beacon Clinic 1761,Residential,3252,4,2024-02-29,2029-02-28,30354.23,60708.46,Active,True
TEN-01762,PROP-0144,Brightline Group 1762,Residential,2221,5,2024-06-18,2025-06-18,39531.55,39531.55,Active,True
TEN-01763,PROP-0144,Atlas Clinic 1763,Residential,4083,2,2022-07-10,2024-07-10,16950.59,33901.17,Active,True
TEN-01764,PROP-0144,Northstar Cafe 1764,Residential,9227,2,2022-03-25,2023-03-25,14263.53,28527.05,Active,True
TEN-01765,PROP-0144,Northstar Cafe 1765,Residential,2949,2,2024-02-03,2025-02-03,13873.55,27747.11,Renewal Risk,True
TEN-01766,PROP-0144,Hudson Clinic 1766,Residential,3024,7,2023-01-25,2027-01-25,51070.57,102141.14,Active,True
TEN-01767,PROP-0144,Liberty Clinic 1767,Residential,3460,4,2023-11-23,2025-11-23,26252.39,26252.39,Active,True
TEN-01768,PROP-0144,Beacon Clinic 1768,Residential,15624,6,2024-08-21,2025-08-21,37050.94,55576.41,Active,True
TEN-01769,PROP-0145,Harbor Labs 1769,Residential,8707,9,2023-04-30,2028-04-30,58942.8,117885.61,Renewal Risk,True
TEN-01770,PROP-0145,Summit Services 1770,Residential,27763,3,2022-09-25,2025-09-25,22505.97,45011.94,Active,True
TEN-01771,PROP-0145,Atlas Holdings 1771,Residential,6236,5,2023-01-13,2024-01-13,31916.95,31916.95,Active,True
TEN-01772,PROP-0145,Cornerstone Clinic 1772,Residential,49981,9,2023-03-23,2026-03-23,66517.26,133034.53,Renewal Risk,True
TEN-01773,PROP-0145,Apex Design 1773,Fitness/Wellness,18248,5,2021-07-17,2024-07-17,37352.51,56028.77,Active,True
TEN-01774,PROP-0145,Summit Partners 1774,Residential,424,3,2022-09-18,2024-09-18,17172.93,17172.93,Active,True
TEN-01775,PROP-0145,Northstar Market 1775,Residential,3586,2,2024-05-06,2026-05-06,14483.38,21725.06,Active,True
TEN-01776,PROP-0145,Apex Partners 1776,Residential,7100,4,2023-12-08,2026-12-08,29057.93,58115.86,Active,True
TEN-01777,PROP-0145,Vista Clinic 1777,Residential,10277,6,2024-08-09,2026-08-09,37326.61,55989.91,Active,True
TEN-01778,PROP-0145,Atlas Clinic 1778,Residential,12505,2,2022-03-12,2024-03-12,13432.48,26864.97,Month-to-Month,True
TEN-01779,PROP-0145,Apex Retail 1779,Residential,2191,28,2022-01-10,2025-01-10,192461.92,384923.83,Active,True
TEN-01780,PROP-0146,Liberty Consulting 1780,Residential,7655,4,2023-01-18,2026-01-18,14473.22,14473.22,Active,True
TEN-01781,PROP-0146,Northstar Fitness 1781,Residential,4476,7,2024-02-16,2025-02-16,25318.22,37977.33,Active,True
TEN-01782,PROP-0146,Liberty Consulting 1782,Residential,3372,1,2021-03-17,2025-03-17,5110.53,5110.53,Active,True
TEN-01783,PROP-0146,Summit Pharmacy 1783,Retail,1274,2,2022-07-19,2025-07-19,9844.04,9844.04,Active,True
TEN-01784,PROP-0146,Beacon Holdings 1784,Residential,5248,2,2024-12-26,2025-12-26,7071.6,7071.6,Active,True
TEN-01785,PROP-0146,Pioneer Pharmacy 1785,Residential,1646,5,2021-08-06,2025-08-06,19911.28,39822.56,Active,True
TEN-01786,PROP-0146,Sterling Clinic 1786,Residential,9627,2,2021-02-05,2023-02-05,6517.35,9776.03,Active,True
TEN-01787,PROP-0146,Cornerstone Partners 1787,Healthcare,4839,1,2024-06-26,2027-06-26,4813.4,9626.8,Active,True
TEN-01788,PROP-0146,Brightline Services 1788,Residential,5041,2,2022-08-27,2024-08-27,8611.1,12916.66,Active,True
TEN-01789,PROP-0146,Summit Services 1789,Residential,4537,1,2021-08-13,2026-08-13,3225.96,4838.94,Active,True
TEN-01790,PROP-0146,Urban Holdings 1790,Fitness/Wellness,2063,15,2023-06-03,2026-06-03,66679.6,133359.2,Active,True
TEN-01791,PROP-0146,Beacon Services 1791,Residential,5595,2,2021-04-24,2025-04-24,8246.92,16493.84,Active,True
TEN-01792,PROP-0147,Liberty Pharmacy 1792,Residential,6441,4,2024-11-17,2028-11-17,9761.29,9761.29,Active,True
TEN-01793,PROP-0147,Cornerstone Cafe 1793,Retail,14868,10,2022-09-29,2025-09-29,26013.58,26013.58,Active,True
TEN-01794,PROP-0147,Urban Studio 1794,Residential,1566,5,2021-10-01,2022-10-01,11677.58,17516.37,Active,True
TEN-01795,PROP-0147,Brightline Studio 1795,Healthcare,11211,1,2021-01-08,2022-01-08,3469.03,5203.54,Active,True
TEN-01796,PROP-0147,Atlas Market 1796,Residential,994,7,2021-03-22,2023-03-22,13955.15,27910.29,Active,True
TEN-01797,PROP-0147,Apex Market 1797,Residential,4375,4,2024-02-25,2026-02-25,9457.25,14185.88,Active,True
TEN-01798,PROP-0147,Atlas Partners 1798,Residential,6419,4,2021-06-06,2022-06-06,9500.39,9500.39,Active,True
TEN-01799,PROP-0147,Summit Retail 1799,Residential,2157,5,2024-11-06,2025-11-06,10616.22,15924.33,Active,True
TEN-01800,PROP-0147,Parkside Services 1800,Residential,1639,2,2022-07-08,2024-07-08,6265.8,12531.6,Active,True
TEN-01801,PROP-0147,Cedar Market 1801,Residential,6523,8,2021-05-14,2023-05-14,19410.48,38820.97,Active,True
TEN-01802,PROP-0147,Apex Group 1802,Residential,3159,4,2024-09-07,2026-09-07,10787.3,10787.3,Active,True
TEN-01803,PROP-0147,Liberty Clinic 1803,Office/Services,2687,4,2021-02-22,2024-02-22,9247.86,13871.8,Active,True
TEN-01804,PROP-0148,Cedar Design 1804,Residential,350,1,2024-04-08,2026-04-08,3047.33,4571.0,Active,True
TEN-01805,PROP-0148,Evergreen Holdings 1805,Residential,875,1,2023-11-18,2025-11-18,5265.08,5265.08,Active,True
TEN-01806,PROP-0148,Liberty Group 1806,Retail,2137,1,2022-08-02,2025-08-02,900.0,1800.0,Active,True
TEN-01807,PROP-0148,Northstar Studio 1807,Residential,530,1,2022-01-10,2025-01-10,5480.2,8220.3,Active,True
TEN-01808,PROP-0148,Brightline Design 1808,Office/Services,436,7,2021-03-23,2022-03-23,34207.34,51311.02,Active,True
TEN-01809,PROP-0148,Liberty Consulting 1809,Residential,1555,2,2023-03-25,2025-03-25,9163.54,13745.31,Active,True
TEN-01810,PROP-0148,Parkside Partners 1810,Residential,2016,1,2021-11-26,2023-11-26,5936.75,11873.49,Active,True
TEN-01811,PROP-0148,Harbor Consulting 1811,Residential,8702,2,2022-03-22,2026-03-22,9267.62,13901.44,Active,True
TEN-01812,PROP-0149,Evergreen Partners 1812,Residential,8800,3,2021-02-16,2025-02-16,4882.59,9765.18,Active,True
TEN-01813,PROP-0149,Metro Cafe 1813,Residential,945,3,2023-10-05,2024-10-05,6777.79,13555.59,Active,True
TEN-01814,PROP-0149,Metro Fitness 1814,Residential,15010,13,2024-03-12,2025-03-12,25437.21,25437.21,Active,True
TEN-01815,PROP-0149,Cedar Pharmacy 1815,Residential,16742,4,2022-05-08,2023-05-08,7857.17,11785.76,Active,True
TEN-01816,PROP-0149,Harbor Consulting 1816,Residential,6051,3,2024-01-21,2025-01-21,6137.06,6137.06,Active,True
TEN-01817,PROP-0149,Northstar Studio 1817,Residential,4819,3,2023-12-14,2025-12-14,4855.07,4855.07,Active,True
TEN-01818,PROP-0149,Vista Consulting 1818,Residential,1800,21,2021-09-09,2025-09-09,38158.01,76316.01,Active,True
TEN-01819,PROP-0149,Vista Group 1819,Residential,385,3,2023-08-22,2026-08-22,5445.01,10890.02,Renewal Risk,True
TEN-01820,PROP-0149,Parkside Holdings 1820,Residential,2114,4,2023-05-06,2026-05-06,7913.23,11869.85,Active,True
TEN-01821,PROP-0149,Metro Clinic 1821,Residential,2687,3,2024-01-02,2027-01-02,5894.14,8841.21,Active,True
TEN-01822,PROP-0149,Liberty Market 1822,Retail,6033,6,2022-03-07,2026-03-07,11246.13,11246.13,Active,True
TEN-01823,PROP-0150,Sterling Clinic 1823,Residential,1909,1,2024-11-06,2029-11-06,900.0,1800.0,Active,True
TEN-01824,PROP-0150,Hudson Partners 1824,Residential,863,3,2024-10-29,2025-10-29,9128.61,18257.21,Active,True
TEN-01825,PROP-0150,Brightline Holdings 1825,Residential,5343,1,2023-10-25,2024-10-25,3153.29,4729.93,Active,True
TEN-01826,PROP-0150,Brightline Market 1826,Residential,1405,2,2023-02-21,2025-02-21,5331.94,7997.91,Active,True
TEN-01827,PROP-0150,Northstar Clinic 1827,Residential,3132,3,2021-09-18,2025-09-18,9478.93,18957.86,Active,True
TEN-01828,PROP-0150,Cedar Cafe 1828,Residential,624,3,2024-10-10,2028-10-10,8385.46,8385.46,Active,True
TEN-01829,PROP-0150,Metro Holdings 1829,Residential,5108,1,2021-08-01,2024-08-01,1055.02,2110.04,Active,True
TEN-01830,PROP-0150,Hudson Services 1830,Residential,350,2,2024-09-01,2027-09-01,6247.8,9371.71,Active,True
TEN-01831,PROP-0150,Vista Retail 1831,Residential,730,1,2022-08-07,2023-08-07,4675.21,4675.21,Active,True
TEN-01832,PROP-0150,Apex Clinic 1832,Residential,3223,1,2023-12-09,2024-12-09,900.0,1800.0,Renewal Risk,True
TEN-01833,PROP-0150,Pioneer Labs 1833,Residential,398,1,2022-02-02,2026-02-02,4626.46,9252.93,Active,True
TEN-01834,PROP-0150,Atlas Services 1834,Residential,480,2,2024-07-10,2028-07-10,6425.61,12851.22,Active,True
TEN-01835,PROP-0150,Metro Labs 1835,Residential,1882,2,2021-12-29,2023-12-29,8158.83,8158.83,Active,True
TEN-01836,PROP-0151,Northstar Consulting 1836,Residential,1955,1,2024-07-26,2026-07-26,3199.58,3199.58,Active,True
TEN-01837,PROP-0151,Harbor Retail 1837,Residential,697,7,2023-01-08,2026-01-08,51398.24,51398.24,Active,True
TEN-01838,PROP-0151,Hudson Group 1838,Food & Beverage,2321,2,2022-02-14,2025-02-14,15724.16,15724.16,Active,True
TEN-01839,PROP-0151,Urban Group 1839,Residential,11930,1,2023-07-31,2028-07-31,7916.32,7916.32,Active,True
TEN-01840,PROP-0151,Evergreen Cafe 1840,Office/Services,3452,1,2021-05-17,2026-05-17,9277.84,13916.75,Active,True
TEN-01841,PROP-0151,Metro Partners 1841,Office/Services,2352,2,2022-07-29,2024-07-29,12300.58,12300.58,Active,True
TEN-01842,PROP-0151,Cornerstone Pharmacy 1842,Residential,1665,1,2022-11-06,2024-11-06,9630.38,19260.76,Active,True
TEN-01843,PROP-0151,Summit Cafe 1843,Residential,2758,1,2022-09-23,2023-09-23,6360.96,12721.91,Active,True
TEN-01844,PROP-0151,Evergreen Pharmacy 1844,Fitness/Wellness,11272,8,2021-06-04,2024-06-04,55874.69,83812.03,Active,True
TEN-01845,PROP-0151,Atlas Fitness 1845,Residential,6290,2,2021-09-19,2023-09-19,14935.1,14935.1,Active,True
TEN-01846,PROP-0151,Parkside Partners 1846,Residential,1220,2,2021-09-04,2022-09-04,18167.03,36334.06,Active,True
TEN-01847,PROP-0151,Parkside Services 1847,Residential,1105,3,2022-11-17,2024-11-17,26070.07,39105.11,Renewal Risk,True
TEN-01848,PROP-0151,Beacon Group 1848,Residential,9791,10,2023-01-22,2028-01-22,65277.52,97916.27,Active,True
TEN-01849,PROP-0151,Hudson Cafe 1849,Residential,1745,1,2021-11-16,2023-11-16,10496.88,10496.88,Active,True
TEN-01850,PROP-0151,Beacon Group 1850,Fitness/Wellness,11597,1,2022-09-16,2025-09-16,8782.39,17564.78,Active,True
TEN-01851,PROP-0152,Liberty Design 1851,Residential,2405,5,2023-11-13,2026-11-13,20534.87,20534.87,Active,True
TEN-01852,PROP-0152,Summit Group 1852,Residential,1900,1,2022-08-03,2025-08-03,900.0,900.0,Active,True
TEN-01853,PROP-0152,Apex Pharmacy 1853,Residential,4007,1,2022-10-19,2026-10-19,4024.74,6037.11,Active,True
TEN-01854,PROP-0152,Metro Pharmacy 1854,Residential,1648,2,2021-01-27,2024-01-27,9624.26,9624.26,Active,True
TEN-01855,PROP-0152,Hudson Market 1855,Residential,5655,1,2021-08-23,2022-08-23,3472.67,6945.34,Active,True
TEN-01856,PROP-0152,Parkside Services 1856,Residential,6023,1,2022-12-02,2025-12-02,4539.64,6809.45,Active,True
TEN-01857,PROP-0152,Cedar Clinic 1857,Residential,2508,3,2022-12-27,2023-12-27,14808.49,29616.97,Active,True
TEN-01858,PROP-0152,Cedar Pharmacy 1858,Residential,3407,1,2021-05-22,2024-05-22,4911.08,7366.62,Active,True
TEN-01859,PROP-0152,Metro Group 1859,Retail,6998,1,2024-10-13,2027-10-13,3465.98,5198.97,Active,True
TEN-01860,PROP-0152,Beacon Cafe 1860,Residential,3948,8,2024-11-19,2028-11-19,30609.6,61219.2,Active,True
TEN-01861,PROP-0152,Harbor Market 1861,Residential,2193,2,2021-05-27,2022-05-27,8376.36,8376.36,Active,True
TEN-01862,PROP-0152,Northstar Pharmacy 1862,Fitness/Wellness,3543,6,2023-11-14,2024-11-14,29103.46,43655.19,Active,True
TEN-01863,PROP-0152,Northstar Partners 1863,Residential,712,2,2022-07-24,2026-07-24,8781.86,17563.72,Active,True
TEN-01864,PROP-0153,Evergreen Clinic 1864,Office/Services,20063,16,2023-03-20,2024-03-20,61052.55,91578.82,Active,True
TEN-01865,PROP-0153,Sterling Cafe 1865,Residential,3102,5,2021-10-22,2024-10-22,20688.35,31032.53,Active,True
TEN-01866,PROP-0153,Parkside Labs 1866,Retail,3093,22,2023-09-12,2025-09-12,78690.15,118035.23,Active,True
TEN-01867,PROP-0153,Atlas Partners 1867,Residential,19457,2,2024-04-02,2027-04-02,9028.52,13542.78,Active,True
TEN-01868,PROP-0153,Hudson Market 1868,Residential,1855,2,2022-07-23,2023-07-23,8860.27,8860.27,Active,True
TEN-01869,PROP-0153,Parkside Cafe 1869,Residential,8196,1,2023-12-02,2025-12-02,4551.11,4551.11,Month-to-Month,True
TEN-01870,PROP-0153,Beacon Group 1870,Residential,5231,4,2022-10-25,2025-10-25,17086.58,25629.87,Active,True
TEN-01871,PROP-0153,Sterling Studio 1871,Retail,4428,2,2024-01-24,2028-01-24,7913.88,7913.88,Active,True
TEN-01872,PROP-0153,Metro Labs 1872,Office/Services,1365,6,2022-08-27,2026-08-27,19415.84,29123.75,Active,True
TEN-01873,PROP-0153,Cedar Retail 1873,Food & Beverage,7172,10,2022-11-12,2025-11-12,34911.93,52367.89,Month-to-Month,True
TEN-01874,PROP-0153,Vista Services 1874,Residential,19849,3,2022-08-13,2023-08-13,12522.84,12522.84,Active,True
TEN-01875,PROP-0153,Vista Studio 1875,Residential,12135,2,2023-06-26,2028-06-26,9142.92,18285.84,Active,True
TEN-01876,PROP-0153,Brightline Studio 1876,Retail,3238,13,2022-11-18,2025-11-18,54086.18,54086.18,Active,True
TEN-01877,PROP-0154,Northstar Cafe 1877,Retail,1204,3,2024-09-26,2027-09-26,5327.0,10654.01,Active,True
TEN-01878,PROP-0154,Vista Design 1878,Residential,350,1,2023-05-28,2026-05-28,1238.31,2476.61,Active,True
TEN-01879,PROP-0154,Harbor Consulting 1879,Retail,909,1,2023-12-07,2025-12-07,1139.3,1708.94,Active,True
TEN-01880,PROP-0154,Beacon Partners 1880,Residential,1851,2,2021-08-27,2025-08-27,4076.92,8153.84,Active,True
TEN-01881,PROP-0154,Evergreen Market 1881,Residential,1360,3,2022-11-03,2025-11-03,5124.27,7686.4,Month-to-Month,True
TEN-01882,PROP-0154,Evergreen Clinic 1882,Residential,795,2,2024-11-11,2026-11-11,4286.71,4286.71,Active,True
TEN-01883,PROP-0154,Parkside Consulting 1883,Residential,1391,3,2024-04-27,2029-04-27,6306.12,9459.18,Active,True
TEN-01884,PROP-0154,Northstar Market 1884,Retail,3117,2,2023-02-12,2024-02-12,4718.69,7078.03,Active,True
TEN-01885,PROP-0154,Pioneer Cafe 1885,Residential,4750,1,2024-04-16,2025-04-16,900.0,900.0,Active,True
TEN-01886,PROP-0154,Summit Pharmacy 1886,Residential,350,1,2022-12-04,2023-12-04,1293.43,2586.86,Active,True
TEN-01887,PROP-0154,Metro Consulting 1887,Healthcare,4194,1,2022-07-07,2025-07-07,900.0,1350.0,Active,True
TEN-01888,PROP-0154,Northstar Labs 1888,Residential,350,2,2021-04-19,2024-04-19,3401.22,5101.83,Active,True
TEN-01889,PROP-0154,Hudson Studio 1889,Residential,596,1,2024-02-14,2027-02-14,1079.39,1619.08,Active,True
TEN-01890,PROP-0155,Urban Group 1890,Food & Beverage,1697,3,2023-11-12,2027-11-12,5162.27,7743.41,Active,True
TEN-01891,PROP-0155,Hudson Studio 1891,Residential,3094,2,2022-06-07,2025-06-07,4171.25,4171.25,Active,True
TEN-01892,PROP-0155,Evergreen Clinic 1892,Residential,3996,1,2022-10-13,2023-10-13,2636.03,2636.03,Active,True
TEN-01893,PROP-0155,Liberty Clinic 1893,Retail,2236,2,2021-12-16,2022-12-16,4564.85,4564.85,Active,True
TEN-01894,PROP-0155,Metro Consulting 1894,Residential,3648,2,2021-01-17,2022-01-17,3029.23,6058.46,Active,True
TEN-01895,PROP-0155,Pioneer Clinic 1895,Residential,1943,1,2024-02-04,2025-02-04,3198.78,4798.17,Active,True
TEN-01896,PROP-0155,Vista Market 1896,Residential,637,4,2024-12-13,2028-12-13,7706.34,7706.34,Active,True
TEN-01897,PROP-0155,Liberty Group 1897,Residential,555,2,2024-06-22,2028-06-22,3205.12,6410.25,Active,True
TEN-01898,PROP-0155,Cedar Cafe 1898,Residential,7649,1,2024-10-16,2025-10-16,2656.0,5312.0,Active,True
TEN-01899,PROP-0155,Brightline Cafe 1899,Residential,4970,3,2022-09-09,2023-09-09,5181.64,10363.27,Active,True
TEN-01900,PROP-0155,Harbor Holdings 1900,Residential,383,2,2024-12-21,2025-12-21,3704.17,3704.17,Active,True
TEN-01901,PROP-0155,Beacon Partners 1901,Residential,2318,3,2021-06-26,2024-06-26,5106.98,10213.97,Active,True
TEN-01902,PROP-0155,Liberty Design 1902,Residential,865,3,2024-04-06,2025-04-06,6922.25,13844.5,Active,True
TEN-01903,PROP-0155,Summit Pharmacy 1903,Residential,1213,1,2024-03-23,2029-03-23,1758.45,1758.45,Active,True
TEN-01904,PROP-0156,Harbor Clinic 1904,Residential,1272,2,2023-02-22,2025-02-22,4781.73,9563.46,Active,True
TEN-01905,PROP-0156,Metro Pharmacy 1905,Residential,1806,3,2022-06-22,2023-06-22,7245.51,14491.03,Active,True
TEN-01906,PROP-0156,Sterling Holdings 1906,Office/Services,5327,3,2022-01-06,2024-01-06,8649.62,8649.62,Active,True
TEN-01907,PROP-0156,Atlas Studio 1907,Residential,5784,2,2024-12-06,2026-12-06,6143.7,9215.55,Active,True
TEN-01908,PROP-0156,Brightline Labs 1908,Residential,4883,1,2024-02-06,2027-02-06,2502.07,2502.07,Active,True
TEN-01909,PROP-0156,Atlas Studio 1909,Office/Services,2674,7,2022-08-07,2025-08-07,16108.25,32216.49,Month-to-Month,True
TEN-01910,PROP-0156,Harbor Services 1910,Residential,4435,2,2024-12-24,2025-12-24,4276.67,6415.01,Active,True
TEN-01911,PROP-0156,Vista Partners 1911,Residential,3476,12,2023-03-05,2026-03-05,29528.88,59057.77,Active,True
TEN-01912,PROP-0156,Atlas Pharmacy 1912,Retail,4126,12,2023-05-06,2026-05-06,34271.83,34271.83,Active,True
TEN-01913,PROP-0156,Cedar Holdings 1913,Residential,7073,2,2023-01-19,2025-01-19,6140.66,12281.31,Active,True
TEN-01914,PROP-0156,Cedar Services 1914,Residential,350,2,2022-11-22,2024-11-22,5680.49,11360.97,Renewal Risk,True
TEN-01915,PROP-0156,Harbor Pharmacy 1915,Residential,1638,1,2022-12-29,2023-12-29,2830.86,2830.86,Active,True
TEN-01916,PROP-0156,Hudson Market 1916,Residential,707,4,2024-11-19,2026-11-19,10468.8,10468.8,Active,True
TEN-01917,PROP-0156,Urban Cafe 1917,Residential,1421,7,2024-03-04,2028-03-04,19629.89,39259.78,Active,True
TEN-01918,PROP-0156,Hudson Cafe 1918,Residential,6106,3,2023-09-23,2024-09-23,6897.78,6897.78,Active,True
TEN-01919,PROP-0157,Northstar Market 1919,Residential,965,1,2023-12-20,2026-12-20,2801.0,2801.0,Active,True
TEN-01920,PROP-0157,Cedar Cafe 1920,Retail,1404,1,2022-07-14,2026-07-14,1621.05,1621.05,Active,True
TEN-01921,PROP-0157,Beacon Holdings 1921,Residential,2680,3,2022-04-19,2025-04-19,10704.32,16056.47,Active,True
TEN-01922,PROP-0157,Brightline Partners 1922,Retail,1134,1,2024-11-02,2025-11-02,2526.95,2526.95,Active,True
TEN-01923,PROP-0157,Parkside Pharmacy 1923,Residential,844,3,2021-03-30,2022-03-30,10757.09,21514.17,Active,True
TEN-01924,PROP-0157,Evergreen Holdings 1924,Residential,6392,1,2022-06-27,2023-06-27,4632.93,9265.86,Active,True
TEN-01925,PROP-0157,Parkside Holdings 1925,Retail,1701,1,2021-04-19,2022-04-19,2355.71,4711.42,Active,True
TEN-01926,PROP-0157,Sterling Studio 1926,Healthcare,994,1,2024-11-28,2026-11-28,3786.65,7573.3,Active,True
TEN-01927,PROP-0157,Apex Services 1927,Residential,350,1,2023-06-06,2025-06-06,4273.49,4273.49,Active,True
TEN-01928,PROP-0157,Vista Studio 1928,Residential,1314,2,2021-10-02,2022-10-02,9049.91,9049.91,Active,True
