invoice_id,property_id,vendor_id,vendor_name,invoice_number,invoice_category,invoice_date,due_date,paid_date,invoice_amount,approval_status,gl_code,late_payment_flag,potential_duplicate_invoice_flag,missing_gl_code_flag,compliance_flag,synthetic_record
INVREC-0008194,PROP-0135,VEND-010,FrontDesk Patrol,INV-0135-12-08194,Security,2025-12-02,2026-01-01,2025-12-28,5288.22,Approved,6300,False,False,False,False,True
INVREC-0008195,PROP-0136,VEND-010,FrontDesk Patrol,INV-0136-01-08195,Security,2025-01-04,2025-02-03,2025-02-02,162.89,Approved,6300,False,False,False,False,True
INVREC-0008196,PROP-0136,VEND-004,Ace Plumbing,INV-0136-01-08196,Repairs & Maintenance,2025-01-19,2025-02-18,2025-02-12,605.28,Approved,6100,False,False,False,False,True
INVREC-0008197,PROP-0136,VEND-017,OfficeWorks Supply,INV-0136-01-08197,Administrative,2025-01-12,2025-02-26,2025-03-01,173.28,Approved,6800,True,False,False,True,True
INVREC-0008198,PROP-0136,VEND-015,ComplianceWorks,INV-0136-01-08198,Professional Services,2025-01-06,2025-02-05,2025-02-05,125.12,Approved,6600,False,False,False,False,True
INVREC-0008199,PROP-0136,VEND-016,RiskShield Insurance,INV-0136-01-08199,Insurance,2025-01-10,2025-01-25,2025-01-18,356.99,Pending,6700,False,False,False,True,True
INVREC-0008200,PROP-0136,VEND-005,Bright Electric,INV-0136-01-08200,Repairs & Maintenance,2025-01-02,2025-01-17,2025-01-27,380.27,Approved,6100,True,False,False,True,True
INVREC-0008201,PROP-0136,VEND-013,Urban Greenery,INV-0136-02-08201,Landscaping,2025-02-21,2025-03-23,2025-03-17,75.0,Approved,6500,False,False,False,False,True
INVREC-0008202,PROP-0136,VEND-001,Rapid Repair Co,INV-0136-02-08202,Repairs & Maintenance,2025-02-19,2025-04-05,2025-04-02,1253.21,Approved,6100,False,False,False,False,True
INVREC-0008203,PROP-0136,VEND-012,Sparkle Janitorial,INV-0136-02-08203,Janitorial,2025-02-20,2025-03-22,2025-03-21,193.54,Approved,6400,False,False,False,False,True
INVREC-0008204,PROP-0136,VEND-013,Urban Greenery,INV-0136-02-08204,Landscaping,2025-02-03,2025-03-05,2025-02-28,75.0,Approved,6500,False,False,False,False,True
INVREC-0008205,PROP-0136,VEND-002,Skyline Maintenance,INV-0136-02-08205,Repairs & Maintenance,2025-02-15,2025-03-17,2025-04-04,875.24,Approved,6100,True,False,False,True,True
INVREC-0008206,PROP-0136,VEND-009,Guardian Security,INV-0136-03-08206,Security,2025-03-14,2025-04-13,2025-04-12,397.35,Approved,6300,False,False,False,False,True
INVREC-0008207,PROP-0136,VEND-017,OfficeWorks Supply,INV-0136-03-08207,Administrative,2025-03-10,2025-04-09,2025-04-05,75.0,Approved,6800,False,False,False,False,True
INVREC-0008208,PROP-0136,VEND-003,Metro Mechanical,INV-0136-03-08208,Repairs & Maintenance,2025-03-20,2025-04-04,2025-03-28,869.36,Pending,6100,False,False,False,True,True
INVREC-0008209,PROP-0136,VEND-012,Sparkle Janitorial,INV-0136-03-08209,Janitorial,2025-03-03,2025-04-02,2025-03-30,743.6,Approved,6400,False,False,False,False,True
INVREC-0008210,PROP-0136,VEND-006,ConEd Utility,INV-0136-03-08210,Utilities,2025-03-08,2025-04-07,2025-04-06,269.53,Approved,6200,False,False,False,False,True
INVREC-0008211,PROP-0136,VEND-016,RiskShield Insurance,INV-0136-04-08211,Insurance,2025-04-23,2025-05-08,2025-05-14,587.91,Pending,,True,False,True,True,True
INVREC-0008212,PROP-0136,VEND-008,Gridline Energy,INV-0136-04-08212,Utilities,2025-04-15,2025-05-15,2025-05-09,521.48,Approved,6200,False,False,False,False,True
INVREC-0008213,PROP-0136,VEND-010,FrontDesk Patrol,INV-0136-04-08213,Security,2025-04-12,2025-05-12,2025-05-06,476.83,Approved,6300,False,False,False,False,True
INVREC-0008214,PROP-0136,VEND-015,ComplianceWorks,INV-0136-04-08214,Professional Services,2025-04-23,2025-05-23,2025-06-01,337.83,Approved,6600,True,False,False,True,True
INVREC-0008215,PROP-0136,VEND-004,Ace Plumbing,INV-0136-05-08215,Repairs & Maintenance,2025-05-19,2025-06-18,2025-06-12,1332.55,Approved,6100,False,False,False,False,True
INVREC-0008216,PROP-0136,VEND-006,ConEd Utility,INV-0136-05-08216,Utilities,2025-05-24,2025-06-23,2025-06-23,1396.16,Approved,6200,False,False,False,False,True
INVREC-0008217,PROP-0136,VEND-009,Guardian Security,INV-0136-05-08217,Security,2025-05-11,2025-05-26,2025-05-25,1075.94,Approved,6300,False,False,False,False,True
INVREC-0008218,PROP-0136,VEND-010,FrontDesk Patrol,INV-0136-05-08218,Security,2025-05-08,2025-06-07,2025-06-01,562.05,Approved,6300,False,False,False,False,True
INVREC-0008219,PROP-0136,VEND-008,Gridline Energy,INV-0136-06-08219,Utilities,2025-06-12,2025-07-12,2025-07-05,2262.95,Approved,6200,False,False,False,False,True
INVREC-0008220,PROP-0136,VEND-009,Guardian Security,INV-0136-06-08220,Security,2025-06-15,2025-07-15,2025-07-12,89.84,Approved,6300,False,False,False,False,True
INVREC-0008221,PROP-0136,VEND-001,Rapid Repair Co,INV-0136-06-08221,Repairs & Maintenance,2025-06-07,2025-07-07,2025-07-24,315.44,Approved,6100,True,False,False,True,True
INVREC-0008222,PROP-0136,VEND-014,LedgerPro Accounting,INV-0136-06-08222,Professional Services,2025-06-10,2025-07-10,2025-07-04,343.79,Approved,6600,False,False,False,False,True
INVREC-0008223,PROP-0136,VEND-012,Sparkle Janitorial,INV-0136-06-08223,Janitorial,2025-06-13,2025-07-13,2025-07-26,198.81,Approved,6400,True,False,False,True,True
INVREC-0008224,PROP-0136,VEND-012,Sparkle Janitorial,INV-0136-07-08224,Janitorial,2025-07-25,2025-08-09,2025-08-02,720.78,Approved,6400,False,False,False,False,True
INVREC-0008225,PROP-0136,VEND-003,Metro Mechanical,INV-0136-07-08225,Repairs & Maintenance,2025-07-04,2025-08-03,2025-08-02,636.3,Approved,6100,False,False,False,False,True
INVREC-0008226,PROP-0136,VEND-009,Guardian Security,INV-0136-07-08226,Security,2025-07-22,2025-08-21,2025-08-15,396.36,Pending,6300,False,False,False,True,True
INVREC-0008227,PROP-0136,VEND-016,RiskShield Insurance,INV-0136-07-08227,Insurance,2025-07-13,2025-08-12,2025-08-09,762.58,Pending,6700,False,False,False,True,True
INVREC-0008228,PROP-0136,VEND-014,LedgerPro Accounting,INV-0136-08-08228,Professional Services,2025-08-12,2025-09-11,2025-09-08,539.09,Approved,6600,False,False,False,False,True
INVREC-0008229,PROP-0136,VEND-017,OfficeWorks Supply,INV-0136-08-08229,Administrative,2025-08-17,2025-09-16,2025-09-15,250.04,Approved,6800,False,False,False,False,True
INVREC-0008230,PROP-0136,VEND-015,ComplianceWorks,INV-0136-08-08230,Professional Services,2025-08-03,2025-09-02,2025-09-23,298.74,Approved,6600,True,False,False,True,True
INVREC-0008231,PROP-0136,VEND-003,Metro Mechanical,INV-0136-08-08231,Repairs & Maintenance,2025-08-10,2025-09-24,2025-09-18,1116.05,Approved,6100,False,False,False,False,True
INVREC-0008232,PROP-0136,VEND-002,Skyline Maintenance,INV-0136-08-08232,Repairs & Maintenance,2025-08-06,2025-09-05,2025-09-19,433.0,Approved,6100,True,False,False,True,True
INVREC-0008233,PROP-0136,VEND-012,Sparkle Janitorial,INV-0136-09-08233,Janitorial,2025-09-14,2025-09-29,2025-09-22,946.47,Approved,6400,False,False,False,False,True
INVREC-0008234,PROP-0136,VEND-003,Metro Mechanical,INV-0136-09-08234,Repairs & Maintenance,2025-09-16,2025-10-16,2025-10-15,858.33,Approved,6100,False,False,False,False,True
INVREC-0008235,PROP-0136,VEND-005,Bright Electric,INV-0136-09-08235,Repairs & Maintenance,2025-09-16,2025-10-01,2025-09-30,2831.72,Approved,6100,False,False,False,False,True
INVREC-0008236,PROP-0136,VEND-002,Skyline Maintenance,INV-0136-09-08236,Repairs & Maintenance,2025-09-15,2025-10-30,2025-10-24,177.67,Approved,6100,False,False,False,False,True
INVREC-0008237,PROP-0136,VEND-016,RiskShield Insurance,INV-0136-10-08237,Insurance,2025-10-05,2025-11-04,2025-10-31,409.74,Approved,6700,False,False,False,False,True
INVREC-0008238,PROP-0136,VEND-009,Guardian Security,INV-0136-10-08238,Security,2025-10-17,2025-11-01,2025-10-30,487.64,Approved,6300,False,False,False,False,True
INVREC-0008239,PROP-0136,VEND-008,Gridline Energy,INV-0136-10-08239,Utilities,2025-10-23,2025-11-22,2025-12-11,708.41,Pending,6200,True,False,False,True,True
INVREC-0008240,PROP-0136,VEND-002,Skyline Maintenance,INV-0136-10-08240,Repairs & Maintenance,2025-10-24,2025-12-08,2025-12-05,619.93,Approved,6100,False,False,False,False,True
INVREC-0008241,PROP-0136,VEND-011,CleanCore Services,INV-0136-10-08241,Janitorial,2025-10-21,2025-11-20,2025-11-13,75.0,Approved,6400,False,False,False,False,True
INVREC-0008242,PROP-0136,VEND-001,Rapid Repair Co,INV-0136-11-08242,Repairs & Maintenance,2025-11-25,2025-12-25,2025-12-18,1247.88,Approved,6100,False,False,False,False,True
INVREC-0008243,PROP-0136,VEND-011,CleanCore Services,INV-0136-11-08243,Janitorial,2025-11-02,2025-12-02,2025-12-02,148.7,Approved,6400,False,False,False,False,True
INVREC-0008244,PROP-0136,VEND-009,Guardian Security,INV-0136-11-08244,Security,2025-11-23,2025-12-23,2025-12-20,176.37,Approved,6300,False,False,False,False,True
INVREC-0008245,PROP-0136,VEND-017,OfficeWorks Supply,INV-0136-12-08245,Administrative,2025-12-15,2026-01-14,2026-01-13,132.27,Approved,6800,False,False,False,False,True
INVREC-0008246,PROP-0136,VEND-007,NY Water Services,INV-0136-12-08246,Utilities,2025-12-20,2026-01-19,2026-01-19,1347.43,Approved,6200,False,False,False,False,True
INVREC-0008247,PROP-0136,VEND-004,Ace Plumbing,INV-0136-12-08247,Repairs & Maintenance,2025-12-23,2026-01-22,2026-01-19,2181.54,Approved,6100,False,False,False,False,True
INVREC-0008248,PROP-0136,VEND-004,Ace Plumbing,INV-0136-12-08248,Repairs & Maintenance,2025-12-17,2026-01-01,2025-12-29,1708.62,Approved,6100,False,False,False,False,True
INVREC-0008249,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-01-08249,Janitorial,2025-01-20,2025-02-19,,177.53,Rejected,6400,False,False,False,True,True
INVREC-0008250,PROP-0137,VEND-010,FrontDesk Patrol,INV-0137-01-08250,Security,2025-01-08,2025-01-23,2025-01-16,109.1,Approved,6300,False,False,False,False,True
INVREC-0008251,PROP-0137,VEND-003,Metro Mechanical,INV-0137-01-08251,Repairs & Maintenance,2025-01-02,2025-01-17,2025-01-17,637.63,Approved,6100,False,False,False,False,True
INVREC-0008252,PROP-0137,VEND-017,OfficeWorks Supply,INV-0137-01-08252,Administrative,2025-01-15,2025-03-01,2025-03-07,103.01,Approved,6800,True,False,False,True,True
INVREC-0008253,PROP-0137,VEND-004,Ace Plumbing,INV-0137-01-08253,Repairs & Maintenance,2025-01-08,2025-02-07,2025-02-06,364.65,Approved,6100,False,False,False,False,True
INVREC-0008254,PROP-0137,VEND-015,ComplianceWorks,INV-0137-02-08254,Professional Services,2025-02-12,2025-03-14,2025-03-12,112.13,Approved,6600,False,False,False,False,True
INVREC-0008255,PROP-0137,VEND-008,Gridline Energy,INV-0137-02-08255,Utilities,2025-02-07,2025-03-24,2025-03-17,591.09,Approved,6200,False,False,False,False,True
INVREC-0008256,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-02-08256,Janitorial,2025-02-02,2025-02-17,2025-02-13,218.88,Approved,6400,False,False,False,False,True
INVREC-0008257,PROP-0137,VEND-009,Guardian Security,INV-0137-03-08257,Security,2025-03-24,2025-04-23,2025-04-19,567.65,Approved,6300,False,False,False,False,True
INVREC-0008258,PROP-0137,VEND-002,Skyline Maintenance,INV-0137-03-08258,Repairs & Maintenance,2025-03-14,2025-04-13,2025-04-12,831.5,Approved,6100,False,False,False,False,True
INVREC-0008259,PROP-0137,VEND-008,Gridline Energy,INV-0137-03-08259,Utilities,2025-03-10,2025-04-09,2025-04-08,511.25,Approved,6200,False,False,False,False,True
INVREC-0008260,PROP-0137,VEND-003,Metro Mechanical,INV-0137-04-08260,Repairs & Maintenance,2025-04-19,2025-05-19,2025-05-14,119.36,Approved,6100,False,False,False,False,True
INVREC-0008261,PROP-0137,VEND-007,NY Water Services,INV-0137-04-08261,Utilities,2025-04-18,2025-05-18,2025-05-13,493.45,Approved,6200,False,False,False,False,True
INVREC-0008262,PROP-0137,VEND-013,Urban Greenery,INV-0137-04-08262,Landscaping,2025-04-08,2025-05-08,2025-05-02,75.0,Approved,6500,False,False,False,False,True
INVREC-0008263,PROP-0137,VEND-014,LedgerPro Accounting,INV-0137-04-08263,Professional Services,2025-04-03,2025-05-03,2025-04-29,173.65,Approved,6600,False,False,False,False,True
INVREC-0008264,PROP-0137,VEND-010,FrontDesk Patrol,INV-0137-04-08264,Security,2025-04-06,2025-05-06,2025-05-30,237.4,Approved,6300,True,False,False,True,True
INVREC-0008265,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-04-08265,Janitorial,2025-04-10,2025-04-25,2025-04-24,96.64,Approved,6400,False,False,False,False,True
INVREC-0008266,PROP-0137,VEND-017,OfficeWorks Supply,INV-0137-04-08266,Administrative,2025-04-15,2025-05-15,2025-05-11,75.0,Approved,6800,False,False,False,False,True
INVREC-0008267,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-05-08267,Janitorial,2025-05-14,2025-06-13,2025-06-13,375.09,Approved,6400,False,False,False,False,True
INVREC-0008268,PROP-0137,VEND-011,CleanCore Services,INV-0137-05-08268,Janitorial,2025-05-25,2025-06-24,2025-06-18,403.6,Approved,6400,False,False,False,False,True
INVREC-0008269,PROP-0137,VEND-007,NY Water Services,INV-0137-05-08269,Utilities,2025-05-06,2025-06-05,2025-06-02,357.31,Approved,6200,False,False,False,False,True
INVREC-0008270,PROP-0137,VEND-001,Rapid Repair Co,INV-0137-05-08269,Repairs & Maintenance,2025-06-05,2025-07-20,2025-07-19,268.26,Approved,6100,False,True,False,True,True
INVREC-0008271,PROP-0137,VEND-003,Metro Mechanical,INV-0137-06-08271,Repairs & Maintenance,2025-06-16,2025-07-16,2025-07-09,187.39,Approved,6100,False,False,False,False,True
INVREC-0008272,PROP-0137,VEND-016,RiskShield Insurance,INV-0137-06-08272,Insurance,2025-06-15,2025-07-15,,214.84,Rejected,6700,False,False,False,True,True
INVREC-0008273,PROP-0137,VEND-003,Metro Mechanical,INV-0137-06-08273,Repairs & Maintenance,2025-06-08,2025-06-23,2025-06-17,308.12,Pending,6100,False,False,False,True,True
INVREC-0008274,PROP-0137,VEND-007,NY Water Services,INV-0137-06-08274,Utilities,2025-06-25,2025-08-09,2025-08-09,461.26,Approved,6200,False,False,False,False,True
INVREC-0008275,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-06-08275,Janitorial,2025-06-11,2025-07-11,2025-07-08,166.17,Approved,6400,False,False,False,False,True
INVREC-0008276,PROP-0137,VEND-017,OfficeWorks Supply,INV-0137-07-08276,Administrative,2025-07-14,2025-07-29,2025-08-15,75.0,Approved,6800,True,False,False,True,True
INVREC-0008277,PROP-0137,VEND-016,RiskShield Insurance,INV-0137-07-08277,Insurance,2025-07-02,2025-07-17,2025-07-15,219.36,Approved,6700,False,False,False,False,True
INVREC-0008278,PROP-0137,VEND-001,Rapid Repair Co,INV-0137-07-08278,Repairs & Maintenance,2025-07-17,2025-08-31,2025-08-26,304.37,Approved,6100,False,False,False,False,True
INVREC-0008279,PROP-0137,VEND-007,NY Water Services,INV-0137-07-08279,Utilities,2025-07-19,2025-09-02,2025-09-06,346.4,Approved,6200,True,False,False,True,True
INVREC-0008280,PROP-0137,VEND-007,NY Water Services,INV-0137-07-08280,Utilities,2025-07-02,2025-08-01,2025-07-26,523.22,Approved,6200,False,False,False,False,True
INVREC-0008281,PROP-0137,VEND-002,Skyline Maintenance,INV-0137-07-08281,Repairs & Maintenance,2025-07-23,2025-08-22,2025-08-24,75.0,Approved,6100,True,False,False,True,True
INVREC-0008282,PROP-0137,VEND-011,CleanCore Services,INV-0137-08-08282,Janitorial,2025-08-13,2025-09-12,2025-09-29,75.0,Pending,6400,True,False,False,True,True
INVREC-0008283,PROP-0137,VEND-017,OfficeWorks Supply,INV-0137-08-08283,Administrative,2025-08-24,2025-09-23,2025-09-20,75.0,Approved,6800,False,False,False,False,True
INVREC-0008284,PROP-0137,VEND-017,OfficeWorks Supply,INV-0137-08-08284,Administrative,2025-08-12,2025-09-11,2025-09-10,75.0,Approved,6800,False,False,False,False,True
INVREC-0008285,PROP-0137,VEND-006,ConEd Utility,INV-0137-08-08285,Utilities,2025-08-06,2025-09-05,2025-09-05,177.78,Approved,6200,False,False,False,False,True
INVREC-0008286,PROP-0137,VEND-005,Bright Electric,INV-0137-08-08286,Repairs & Maintenance,2025-08-04,2025-09-03,2025-08-30,122.39,Approved,6100,False,False,False,False,True
INVREC-0008287,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-08-08287,Janitorial,2025-08-19,2025-09-18,2025-09-13,75.0,Approved,6400,False,False,False,False,True
INVREC-0008288,PROP-0137,VEND-005,Bright Electric,INV-0137-08-08288,Repairs & Maintenance,2025-08-05,2025-09-04,2025-09-01,147.03,Approved,6100,False,False,False,False,True
INVREC-0008289,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-08-08284,Janitorial,2025-08-09,2025-09-08,2025-09-15,144.8,Approved,6400,True,True,False,True,True
INVREC-0008290,PROP-0137,VEND-007,NY Water Services,INV-0137-09-08290,Utilities,2025-09-06,2025-10-06,2025-10-02,75.0,Approved,6200,False,False,False,False,True
INVREC-0008291,PROP-0137,VEND-015,ComplianceWorks,INV-0137-09-08291,Professional Services,2025-09-15,2025-09-30,2025-09-25,106.06,Approved,,False,False,True,True,True
INVREC-0008292,PROP-0137,VEND-006,ConEd Utility,INV-0137-09-08292,Utilities,2025-09-15,2025-10-15,2025-10-08,111.84,Approved,6200,False,False,False,False,True
INVREC-0008293,PROP-0137,VEND-011,CleanCore Services,INV-0137-09-08293,Janitorial,2025-09-04,2025-10-04,2025-09-30,84.88,Approved,6400,False,False,False,False,True
INVREC-0008294,PROP-0137,VEND-003,Metro Mechanical,INV-0137-09-08294,Repairs & Maintenance,2025-09-23,2025-11-07,2025-11-02,569.04,Approved,6100,False,False,False,False,True
INVREC-0008295,PROP-0137,VEND-011,CleanCore Services,INV-0137-10-08295,Janitorial,2025-10-22,2025-11-06,2025-11-06,473.6,Approved,6400,False,False,False,False,True
INVREC-0008296,PROP-0137,VEND-016,RiskShield Insurance,INV-0137-10-08296,Insurance,2025-10-22,2025-11-21,2025-11-15,75.0,Pending,6700,False,False,False,True,True
INVREC-0008297,PROP-0137,VEND-007,NY Water Services,INV-0137-10-08297,Utilities,2025-10-23,2025-12-07,2025-12-29,128.17,Approved,6200,True,False,False,True,True
INVREC-0008298,PROP-0137,VEND-010,FrontDesk Patrol,INV-0137-10-08298,Security,2025-10-02,2025-11-01,2025-10-25,75.0,Approved,6300,False,False,False,False,True
INVREC-0008299,PROP-0137,VEND-016,RiskShield Insurance,INV-0137-10-08299,Insurance,2025-10-06,2025-11-05,2025-11-20,811.29,Approved,6700,True,False,False,True,True
INVREC-0008300,PROP-0137,VEND-002,Skyline Maintenance,INV-0137-11-08300,Repairs & Maintenance,2025-11-19,2025-12-19,2025-12-12,199.53,Approved,6100,False,False,False,False,True
INVREC-0008301,PROP-0137,VEND-002,Skyline Maintenance,INV-0137-11-08301,Repairs & Maintenance,2025-11-13,2025-12-13,2025-12-10,208.85,Approved,6100,False,False,False,False,True
INVREC-0008302,PROP-0137,VEND-002,Skyline Maintenance,INV-0137-11-08302,Repairs & Maintenance,2025-11-07,2025-12-07,2025-12-01,369.04,Approved,6100,False,False,False,False,True
INVREC-0008303,PROP-0137,VEND-015,ComplianceWorks,INV-0137-11-08303,Professional Services,2025-11-11,2025-12-11,,93.58,Rejected,6600,False,False,False,True,True
INVREC-0008304,PROP-0137,VEND-011,CleanCore Services,INV-0137-11-08304,Janitorial,2025-11-17,2025-12-17,2025-12-14,191.13,Approved,6400,False,False,False,False,True
INVREC-0008305,PROP-0137,VEND-003,Metro Mechanical,INV-0137-11-08305,Repairs & Maintenance,2025-11-21,2025-12-21,2025-12-16,432.03,Approved,6100,False,False,False,False,True
INVREC-0008306,PROP-0137,VEND-006,ConEd Utility,INV-0137-12-08306,Utilities,2025-12-15,2026-01-14,,86.47,Rejected,,False,False,True,True,True
INVREC-0008307,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-07-08281,Janitorial,2025-12-17,2026-01-16,2026-01-10,96.97,Approved,6400,False,True,False,True,True
INVREC-0008308,PROP-0137,VEND-012,Sparkle Janitorial,INV-0137-12-08308,Janitorial,2025-12-17,2026-01-16,2026-01-11,90.14,Approved,6400,False,False,False,False,True
INVREC-0008309,PROP-0137,VEND-003,Metro Mechanical,INV-0137-12-08309,Repairs & Maintenance,2025-12-17,2026-01-01,2026-01-01,684.64,Pending,6100,False,False,False,True,True
INVREC-0008310,PROP-0137,VEND-007,NY Water Services,INV-0137-12-08310,Utilities,2025-12-13,2026-01-27,2026-01-26,142.49,Pending,,False,False,True,True,True
INVREC-0008311,PROP-0138,VEND-015,ComplianceWorks,INV-0138-01-08311,Professional Services,2025-01-04,2025-02-03,2025-02-02,2209.23,Approved,6600,False,False,False,False,True
INVREC-0008312,PROP-0138,VEND-015,ComplianceWorks,INV-0138-01-08312,Professional Services,2025-01-02,2025-02-01,2025-01-29,3616.93,Approved,6600,False,False,False,False,True
INVREC-0008313,PROP-0138,VEND-009,Guardian Security,INV-0137-11-08304,Security,2025-01-02,2025-02-01,2025-01-31,811.17,Approved,6300,False,True,False,True,True
INVREC-0008314,PROP-0138,VEND-017,OfficeWorks Supply,INV-0138-01-08314,Administrative,2025-01-07,2025-01-22,2025-01-16,1028.72,Approved,6800,False,False,False,False,True
INVREC-0008315,PROP-0138,VEND-016,RiskShield Insurance,INV-0138-01-08315,Insurance,2025-01-02,2025-02-01,2025-01-27,2904.74,Approved,6700,False,False,False,False,True
INVREC-0008316,PROP-0138,VEND-005,Bright Electric,INV-0138-02-08316,Repairs & Maintenance,2025-02-18,2025-03-20,2025-03-17,9269.68,Approved,6100,False,False,False,False,True
INVREC-0008317,PROP-0138,VEND-007,NY Water Services,INV-0138-02-08317,Utilities,2025-02-22,2025-03-24,2025-03-23,6581.04,Approved,6200,False,False,False,False,True
INVREC-0008318,PROP-0138,VEND-005,Bright Electric,INV-0138-02-08318,Repairs & Maintenance,2025-02-03,2025-03-05,2025-03-05,8256.87,Approved,6100,False,False,False,False,True
INVREC-0008319,PROP-0138,VEND-017,OfficeWorks Supply,INV-0138-02-08319,Administrative,2025-02-07,2025-03-09,2025-03-07,93.85,Approved,6800,False,False,False,False,True
INVREC-0008320,PROP-0138,VEND-017,OfficeWorks Supply,INV-0138-02-08320,Administrative,2025-02-20,2025-03-22,2025-03-19,695.02,Approved,6800,False,False,False,False,True
INVREC-0008321,PROP-0138,VEND-003,Metro Mechanical,INV-0138-03-08321,Repairs & Maintenance,2025-03-10,2025-04-09,2025-04-12,1245.54,Approved,6100,True,False,False,True,True
INVREC-0008322,PROP-0138,VEND-013,Urban Greenery,INV-0138-03-08322,Landscaping,2025-03-08,2025-04-07,2025-04-01,1978.75,Approved,6500,False,False,False,False,True
INVREC-0008323,PROP-0138,VEND-014,LedgerPro Accounting,INV-0138-03-08323,Professional Services,2025-03-24,2025-05-08,2025-05-04,2138.81,Pending,6600,False,False,False,True,True
INVREC-0008324,PROP-0138,VEND-002,Skyline Maintenance,INV-0138-03-08324,Repairs & Maintenance,2025-03-22,2025-04-21,2025-04-21,2646.27,Approved,6100,False,False,False,False,True
INVREC-0008325,PROP-0138,VEND-002,Skyline Maintenance,INV-0138-03-08325,Repairs & Maintenance,2025-03-12,2025-04-11,2025-04-04,5462.09,Approved,6100,False,False,False,False,True
INVREC-0008326,PROP-0138,VEND-014,LedgerPro Accounting,INV-0138-03-08326,Professional Services,2025-03-10,2025-04-09,2025-04-02,2207.83,Pending,6600,False,False,False,True,True
INVREC-0008327,PROP-0138,VEND-005,Bright Electric,INV-0138-04-08327,Repairs & Maintenance,2025-04-22,2025-05-22,2025-05-22,2215.05,Approved,6100,False,False,False,False,True
INVREC-0008328,PROP-0138,VEND-002,Skyline Maintenance,INV-0138-04-08328,Repairs & Maintenance,2025-04-14,2025-05-14,2025-05-09,189.56,Approved,6100,False,False,False,False,True
INVREC-0008329,PROP-0138,VEND-005,Bright Electric,INV-0138-04-08329,Repairs & Maintenance,2025-04-16,2025-05-16,2025-06-05,3760.4,Pending,6100,True,False,False,True,True
INVREC-0008330,PROP-0138,VEND-009,Guardian Security,INV-0138-04-08330,Security,2025-04-12,2025-04-27,2025-05-14,1391.51,Approved,6300,True,False,False,True,True
INVREC-0008331,PROP-0138,VEND-017,OfficeWorks Supply,INV-0138-04-08331,Administrative,2025-04-16,2025-05-16,2025-05-10,563.7,Approved,6800,False,False,False,False,True
INVREC-0008332,PROP-0138,VEND-014,LedgerPro Accounting,INV-0138-04-08332,Professional Services,2025-04-01,2025-04-16,2025-04-14,1370.65,Approved,6600,False,False,False,False,True
INVREC-0008333,PROP-0138,VEND-004,Ace Plumbing,INV-0138-04-08333,Repairs & Maintenance,2025-04-04,2025-05-04,2025-04-27,2796.41,Pending,6100,False,False,False,True,True
INVREC-0008334,PROP-0138,VEND-015,ComplianceWorks,INV-0138-05-08334,Professional Services,2025-05-03,2025-06-02,2025-06-02,3339.83,Approved,6600,False,False,False,False,True
INVREC-0008335,PROP-0138,VEND-014,LedgerPro Accounting,INV-0138-05-08335,Professional Services,2025-05-01,2025-05-31,2025-05-28,4847.29,Approved,6600,False,False,False,False,True
INVREC-0008336,PROP-0138,VEND-014,LedgerPro Accounting,INV-0138-05-08336,Professional Services,2025-05-13,2025-06-12,2025-06-07,228.69,Pending,6600,False,False,False,True,True
INVREC-0008337,PROP-0138,VEND-011,CleanCore Services,INV-0138-05-08337,Janitorial,2025-05-12,2025-05-27,2025-05-24,5271.02,Approved,6400,False,False,False,False,True
INVREC-0008338,PROP-0138,VEND-013,Urban Greenery,INV-0138-06-08338,Landscaping,2025-06-02,2025-07-02,2025-07-13,1603.63,Approved,6500,True,False,False,True,True
INVREC-0008339,PROP-0138,VEND-017,OfficeWorks Supply,INV-0138-06-08339,Administrative,2025-06-17,2025-07-17,2025-07-10,252.26,Approved,6800,False,False,False,False,True
INVREC-0008340,PROP-0138,VEND-009,Guardian Security,INV-0138-06-08340,Security,2025-06-16,2025-07-31,2025-07-24,1583.64,Approved,6300,False,False,False,False,True
INVREC-0008341,PROP-0138,VEND-002,Skyline Maintenance,INV-0138-06-08341,Repairs & Maintenance,2025-06-11,2025-07-11,2025-07-09,1234.35,Approved,6100,False,False,False,False,True
INVREC-0008342,PROP-0138,VEND-017,OfficeWorks Supply,INV-0138-06-08342,Administrative,2025-06-07,2025-07-07,2025-07-27,644.18,Approved,6800,True,False,False,True,True
INVREC-0008343,PROP-0138,VEND-007,NY Water Services,INV-0138-07-08343,Utilities,2025-07-09,2025-08-08,2025-08-03,925.17,Approved,6200,False,False,False,False,True
INVREC-0008344,PROP-0138,VEND-005,Bright Electric,INV-0138-07-08344,Repairs & Maintenance,2025-07-19,2025-08-18,2025-09-05,1377.19,Approved,6100,True,False,False,True,True
INVREC-0008345,PROP-0138,VEND-012,Sparkle Janitorial,INV-0138-07-08345,Janitorial,2025-07-09,2025-07-24,2025-07-25,5433.29,Approved,6400,True,False,False,True,True
