financial_id,property_id,month,budget_income,actual_income,income_variance,income_variance_pct,budget_expenses,actual_expenses,expense_variance,expense_variance_pct,net_operating_income,ebitda,occupancy_rate,management_fee,synthetic_record
FIN-PROP-0132-202503,PROP-0132,2025-03-01,2412360.79,2296832.94,-115527.86,-0.0479,798489.56,851149.49,52659.93,0.0659,1445683.45,1382516.32,0.967,63167.13,True
FIN-PROP-0132-202504,PROP-0132,2025-04-01,2417146.55,2262013.58,-155132.97,-0.0642,788631.66,919664.75,131033.09,0.1662,1342348.83,1277061.84,0.9569,65286.99,True
FIN-PROP-0132-202505,PROP-0132,2025-05-01,2412360.79,2232566.18,-179794.61,-0.0745,778773.77,898997.08,120223.32,0.1544,1333569.1,1239345.39,0.9109,94223.71,True
FIN-PROP-0132-202506,PROP-0132,2025-06-01,2399285.86,2310788.88,-88496.98,-0.0369,771557.29,875095.79,103538.5,0.1342,1435693.1,1344361.93,0.99,91331.17,True
FIN-PROP-0132-202507,PROP-0132,2025-07-01,2381425.17,2222475.36,-158949.81,-0.0667,768915.87,936226.05,167310.18,0.2176,1286249.31,1211989.07,0.9244,74260.23,True
FIN-PROP-0132-202508,PROP-0132,2025-08-01,2363564.48,2290592.05,-72972.43,-0.0309,771557.29,910914.93,139357.65,0.1806,1379677.12,1282198.53,0.9664,97478.59,True
FIN-PROP-0132-202509,PROP-0132,2025-09-01,2350489.55,1979669.72,-370819.83,-0.1578,778773.77,887061.31,108287.54,0.139,1092608.41,1017763.19,0.9171,74845.22,True
FIN-PROP-0132-202510,PROP-0132,2025-10-01,2345703.79,2187034.99,-158668.8,-0.0676,788631.66,957489.46,168857.8,0.2141,1229545.53,1139081.4,0.9288,90464.13,True
FIN-PROP-0132-202511,PROP-0132,2025-11-01,2350489.55,2213329.55,-137160.0,-0.0584,798489.56,910221.7,111732.14,0.1399,1303107.85,1241303.67,0.9231,61804.18,True
FIN-PROP-0132-202512,PROP-0132,2025-12-01,2363564.48,2151676.81,-211887.67,-0.0896,805706.04,920672.43,114966.39,0.1427,1231004.38,1151988.94,0.9151,79015.43,True
FIN-PROP-0133-202501,PROP-0133,2025-01-01,369884.76,342832.89,-27051.88,-0.0731,98732.26,121178.4,22446.14,0.2273,221654.49,206422.92,0.9399,15231.57,True
FIN-PROP-0133-202502,PROP-0133,2025-02-01,372658.9,364768.25,-7890.65,-0.0212,98409.64,115637.87,17228.23,0.1751,249130.39,235460.9,0.9641,13669.49,True
FIN-PROP-0133-202503,PROP-0133,2025-03-01,374689.71,348317.48,-26372.23,-0.0704,97528.21,106310.14,8781.93,0.09,242007.33,231863.24,0.9588,10144.1,True
FIN-PROP-0133-202504,PROP-0133,2025-04-01,375433.04,341017.36,-34415.68,-0.0917,96324.16,100403.28,4079.12,0.0423,240614.08,231943.59,0.9227,8670.49,True
FIN-PROP-0133-202505,PROP-0133,2025-05-01,374689.71,364619.46,-10070.25,-0.0269,95120.11,109350.44,14230.34,0.1496,255269.01,240260.59,0.9804,15008.42,True
FIN-PROP-0133-202506,PROP-0133,2025-06-01,372658.9,347179.26,-25479.65,-0.0684,94238.68,114831.36,20592.68,0.2185,232347.9,217519.78,0.9601,14828.12,True
FIN-PROP-0133-202507,PROP-0133,2025-07-01,369884.76,335959.49,-33925.27,-0.0917,93916.05,104762.6,10846.54,0.1155,231196.9,220255.5,0.9185,10941.4,True
FIN-PROP-0133-202508,PROP-0133,2025-08-01,367110.63,358779.96,-8330.67,-0.0227,94238.68,112796.75,18558.07,0.1969,245983.21,231038.28,0.9898,14944.92,True
FIN-PROP-0133-202509,PROP-0133,2025-09-01,365079.82,347150.52,-17929.3,-0.0491,95120.11,100914.96,5794.85,0.0609,246235.56,233960.82,0.9171,12274.75,True
FIN-PROP-0133-202510,PROP-0133,2025-10-01,364336.49,343551.97,-20784.52,-0.057,96324.16,110884.46,14560.31,0.1512,232667.51,219982.79,0.9219,12684.72,True
FIN-PROP-0133-202511,PROP-0133,2025-11-01,365079.82,342556.55,-22523.27,-0.0617,97528.21,114413.61,16885.4,0.1731,228142.94,216810.08,0.9348,11332.86,True
FIN-PROP-0133-202512,PROP-0133,2025-12-01,367110.63,323535.9,-43574.73,-0.1187,98409.64,114220.05,15810.42,0.1607,209315.84,199201.14,0.909,10114.7,True
FIN-PROP-0134-202501,PROP-0134,2025-01-01,26611.51,22650.66,-3960.85,-0.1488,9391.06,11438.13,2047.07,0.218,11212.53,10569.57,0.8859,642.96,True
FIN-PROP-0134-202502,PROP-0134,2025-02-01,26811.1,26805.68,-5.41,-0.0002,9360.38,10501.68,1141.3,0.1219,16304.01,15385.26,0.9613,918.74,True
FIN-PROP-0134-202503,PROP-0134,2025-03-01,26957.2,24588.49,-2368.71,-0.0879,9276.54,10816.2,1539.66,0.166,13772.29,12992.79,0.9218,779.51,True
FIN-PROP-0134-202504,PROP-0134,2025-04-01,27010.68,26603.34,-407.34,-0.0151,9162.01,10184.3,1022.29,0.1116,16419.04,15502.15,0.9602,916.9,True
FIN-PROP-0134-202505,PROP-0134,2025-05-01,26957.2,24722.57,-2234.63,-0.0829,9047.49,9531.22,483.73,0.0535,15191.35,14359.71,0.9476,831.64,True
FIN-PROP-0134-202506,PROP-0134,2025-06-01,26811.1,23956.09,-2855.01,-0.1065,8963.65,10361.65,1398.0,0.156,13594.44,12560.66,0.8843,1033.79,True
FIN-PROP-0134-202507,PROP-0134,2025-07-01,26611.51,26302.92,-308.59,-0.0116,8932.96,9434.45,501.49,0.0561,16868.47,16070.6,0.9765,797.87,True
FIN-PROP-0134-202508,PROP-0134,2025-08-01,26411.92,26947.65,535.73,0.0203,8963.65,11089.29,2125.64,0.2371,15858.36,14921.68,0.99,936.68,True
FIN-PROP-0134-202509,PROP-0134,2025-09-01,26265.82,24948.75,-1317.07,-0.0501,9047.49,9986.61,939.12,0.1038,14962.14,13892.77,0.9234,1069.38,True
FIN-PROP-0134-202510,PROP-0134,2025-10-01,26212.34,24085.71,-2126.63,-0.0811,9162.01,11338.54,2176.53,0.2376,12747.17,11794.83,0.9177,952.34,True
FIN-PROP-0134-202511,PROP-0134,2025-11-01,26265.82,26303.12,37.31,0.0014,9276.54,11366.72,2090.19,0.2253,14936.4,13816.14,0.9462,1120.26,True
FIN-PROP-0134-202512,PROP-0134,2025-12-01,26411.92,23491.81,-2920.11,-0.1106,9360.38,11142.33,1781.96,0.1904,12349.48,11750.7,0.8982,598.78,True
FIN-PROP-0135-202501,PROP-0135,2025-01-01,1751483.38,1567997.55,-183485.83,-0.1048,719225.34,747432.51,28207.17,0.0392,820565.04,753819.4,0.9231,66745.64,True
FIN-PROP-0135-202502,PROP-0135,2025-02-01,1764619.51,1603546.24,-161073.27,-0.0913,716875.15,720816.38,3941.22,0.0055,882729.86,831136.27,0.921,51593.6,True
FIN-PROP-0135-202503,PROP-0135,2025-03-01,1774235.82,1643214.96,-131020.85,-0.0738,710454.3,793789.24,83334.93,0.1173,849425.73,802219.45,0.9204,47206.27,True
FIN-PROP-0135-202504,PROP-0135,2025-04-01,1777755.63,1595561.14,-182194.49,-0.1025,701683.26,793032.18,91348.91,0.1302,802528.97,746392.08,0.9249,56136.89,True
FIN-PROP-0135-202505,PROP-0135,2025-05-01,1774235.82,1633979.34,-140256.48,-0.0791,692912.22,690667.13,-2245.09,-0.0032,943312.21,902019.61,0.9442,41292.6,True
FIN-PROP-0135-202506,PROP-0135,2025-06-01,1764619.51,1809907.95,45288.45,0.0257,686491.38,711078.78,24587.4,0.0358,1098829.17,1038683.75,0.9755,60145.42,True
FIN-PROP-0135-202507,PROP-0135,2025-07-01,1751483.38,1736279.29,-15204.09,-0.0087,684141.18,779055.84,94914.66,0.1387,957223.45,884633.77,0.99,72589.69,True
FIN-PROP-0135-202508,PROP-0135,2025-08-01,1738347.25,1612264.98,-126082.27,-0.0725,686491.38,725313.84,38822.47,0.0566,886951.14,824410.15,0.9229,62540.99,True
FIN-PROP-0135-202509,PROP-0135,2025-09-01,1728730.94,1576105.37,-152625.57,-0.0883,692912.22,708500.82,15588.6,0.0225,867604.55,801824.32,0.9411,65780.23,True
FIN-PROP-0135-202510,PROP-0135,2025-10-01,1725211.13,1543219.21,-181991.92,-0.1055,701683.26,764884.96,63201.7,0.0901,778334.24,725983.52,0.9043,52350.73,True
FIN-PROP-0135-202511,PROP-0135,2025-11-01,1728730.94,1610843.86,-117887.08,-0.0682,710454.3,789451.33,78997.03,0.1112,821392.53,754639.41,0.9503,66753.12,True
FIN-PROP-0135-202512,PROP-0135,2025-12-01,1738347.25,1570585.73,-167761.52,-0.0965,716875.15,800422.42,83547.27,0.1165,770163.31,717012.64,0.9201,53150.67,True
FIN-PROP-0136-202501,PROP-0136,2025-01-01,47326.31,45371.11,-1955.2,-0.0413,19028.36,18965.77,-62.59,-0.0033,26405.35,24931.76,0.9413,1473.59,True
FIN-PROP-0136-202502,PROP-0136,2025-02-01,47681.26,44220.49,-3460.77,-0.0726,18966.18,19684.87,718.69,0.0379,24535.63,22588.35,0.9103,1947.27,True
FIN-PROP-0136-202503,PROP-0136,2025-03-01,47941.1,44248.84,-3692.26,-0.077,18796.3,18101.82,-694.48,-0.0369,26147.02,24406.43,0.8946,1740.59,True
FIN-PROP-0136-202504,PROP-0136,2025-04-01,48036.2,44833.84,-3202.36,-0.0667,18564.25,19241.79,677.54,0.0365,25592.05,23636.64,0.9239,1955.41,True
FIN-PROP-0136-202505,PROP-0136,2025-05-01,47941.1,44393.15,-3547.94,-0.074,18332.2,21965.38,3633.18,0.1982,22427.77,21117.8,0.9123,1309.97,True
FIN-PROP-0136-202506,PROP-0136,2025-06-01,47681.26,41942.35,-5738.9,-0.1204,18162.32,18994.13,831.8,0.0458,22948.23,21711.59,0.9287,1236.64,True
FIN-PROP-0136-202507,PROP-0136,2025-07-01,47326.31,44298.42,-3027.89,-0.064,18100.15,20207.38,2107.23,0.1164,24091.05,22754.9,0.8985,1336.15,True
FIN-PROP-0136-202508,PROP-0136,2025-08-01,46971.36,42554.75,-4416.62,-0.094,18162.32,18067.55,-94.78,-0.0052,24487.2,23007.26,0.8973,1479.94,True
FIN-PROP-0136-202509,PROP-0136,2025-09-01,46711.52,47100.99,389.47,0.0083,18332.2,18820.62,488.42,0.0266,28280.37,26270.79,0.99,2009.57,True
FIN-PROP-0136-202510,PROP-0136,2025-10-01,46616.42,45747.16,-869.26,-0.0186,18564.25,19586.04,1021.79,0.055,26161.12,24497.9,0.9611,1663.21,True
FIN-PROP-0136-202511,PROP-0136,2025-11-01,46711.52,42506.2,-4205.32,-0.09,18796.3,19691.39,895.08,0.0476,22814.81,21342.49,0.9278,1472.33,True
FIN-PROP-0136-202512,PROP-0136,2025-12-01,46971.36,45790.06,-1181.31,-0.0251,18966.18,18555.37,-410.81,-0.0217,27234.69,25518.75,0.9767,1715.94,True
FIN-PROP-0137-202501,PROP-0137,2025-01-01,15276.41,13241.47,-2034.94,-0.1332,6440.79,7466.67,1025.88,0.1593,5774.8,5252.12,0.9087,522.67,True
FIN-PROP-0137-202502,PROP-0137,2025-02-01,15390.98,14285.68,-1105.3,-0.0718,6419.74,7433.82,1014.08,0.158,6851.86,6460.12,0.9686,391.74,True
FIN-PROP-0137-202503,PROP-0137,2025-03-01,15474.86,14770.75,-704.11,-0.0455,6362.24,7347.0,984.76,0.1548,7423.75,7047.9,0.9415,375.85,True
FIN-PROP-0137-202504,PROP-0137,2025-04-01,15505.56,14906.77,-598.78,-0.0386,6283.7,7527.89,1244.19,0.198,7378.89,6834.39,0.9494,544.5,True
FIN-PROP-0137-202505,PROP-0137,2025-05-01,15474.86,15371.69,-103.17,-0.0067,6205.15,7237.31,1032.16,0.1663,8134.37,7654.96,0.9705,479.41,True
FIN-PROP-0137-202506,PROP-0137,2025-06-01,15390.98,15270.95,-120.03,-0.0078,6147.65,6413.03,265.38,0.0432,8857.92,8354.84,0.977,503.08,True
FIN-PROP-0137-202507,PROP-0137,2025-07-01,15276.41,15167.63,-108.78,-0.0071,6126.6,7513.52,1386.92,0.2264,7654.11,7083.86,0.99,570.25,True
FIN-PROP-0137-202508,PROP-0137,2025-08-01,15161.84,13945.44,-1216.39,-0.0802,6147.65,6925.48,777.83,0.1265,7019.96,6620.57,0.9475,399.39,True
FIN-PROP-0137-202509,PROP-0137,2025-09-01,15077.96,14551.56,-526.4,-0.0349,6205.15,6875.21,670.06,0.108,7676.35,7286.32,0.9462,390.04,True
FIN-PROP-0137-202510,PROP-0137,2025-10-01,15047.26,14019.56,-1027.71,-0.0683,6283.7,7294.32,1010.63,0.1608,6725.24,6265.03,0.9255,460.2,True
FIN-PROP-0137-202511,PROP-0137,2025-11-01,15077.96,13162.28,-1915.68,-0.1271,6362.24,7396.27,1034.03,0.1625,5766.01,5282.45,0.904,483.56,True
FIN-PROP-0137-202512,PROP-0137,2025-12-01,15161.84,13449.5,-1712.34,-0.1129,6419.74,6926.2,506.46,0.0789,6523.29,6021.53,0.9015,501.77,True
FIN-PROP-0138-202501,PROP-0138,2025-01-01,332430.06,323795.71,-8634.35,-0.026,97354.77,109902.94,12548.17,0.1289,213892.77,200849.43,0.9573,13043.34,True
FIN-PROP-0138-202502,PROP-0138,2025-02-01,334923.29,326965.49,-7957.79,-0.0238,97036.65,106258.34,9221.69,0.095,220707.15,210446.5,0.99,10260.65,True
FIN-PROP-0138-202503,PROP-0138,2025-03-01,336748.45,309338.63,-27409.83,-0.0814,96167.52,109112.12,12944.6,0.1346,200226.51,187635.35,0.9347,12591.16,True
FIN-PROP-0138-202504,PROP-0138,2025-04-01,337416.51,327990.39,-9426.12,-0.0279,94980.26,104049.9,9069.64,0.0955,223940.49,211189.26,0.9757,12751.24,True
FIN-PROP-0138-202505,PROP-0138,2025-05-01,336748.45,306899.55,-29848.9,-0.0886,93793.01,109042.48,15249.47,0.1626,197857.07,186145.84,0.9413,11711.23,True
FIN-PROP-0138-202506,PROP-0138,2025-06-01,334923.29,327368.3,-7554.99,-0.0226,92923.88,104401.73,11477.85,0.1235,222966.57,214363.21,0.9431,8603.35,True
FIN-PROP-0138-202507,PROP-0138,2025-07-01,332430.06,304224.1,-28205.96,-0.0848,92605.76,109315.36,16709.6,0.1804,194908.74,187197.06,0.9253,7711.68,True
FIN-PROP-0138-202508,PROP-0138,2025-08-01,329936.83,297483.38,-32453.46,-0.0984,92923.88,105977.21,13053.33,0.1405,191506.17,182697.26,0.9353,8808.91,True
FIN-PROP-0138-202509,PROP-0138,2025-09-01,328111.67,324739.8,-3371.87,-0.0103,93793.01,107009.57,13216.56,0.1409,217730.22,203647.16,0.99,14083.07,True
FIN-PROP-0138-202510,PROP-0138,2025-10-01,327443.61,299727.92,-27715.69,-0.0846,94980.26,100077.48,5097.22,0.0537,199650.44,188719.34,0.9282,10931.1,True
FIN-PROP-0138-202511,PROP-0138,2025-11-01,328111.67,307754.61,-20357.06,-0.062,96167.52,102946.17,6778.65,0.0705,204808.44,192486.9,0.9281,12321.54,True
FIN-PROP-0138-202512,PROP-0138,2025-12-01,329936.83,315078.58,-14858.26,-0.045,97036.65,113229.03,16192.38,0.1669,201849.55,188057.49,0.9302,13792.06,True
FIN-PROP-0139-202501,PROP-0139,2025-01-01,59321.41,54632.92,-4688.49,-0.079,16973.22,18199.56,1226.35,0.0723,36433.36,34869.27,0.9181,1564.09,True
FIN-PROP-0139-202502,PROP-0139,2025-02-01,59766.32,58496.95,-1269.37,-0.0212,16917.75,17658.72,740.96,0.0438,40838.23,38350.38,0.9661,2487.85,True
FIN-PROP-0139-202503,PROP-0139,2025-03-01,60092.02,55983.35,-4108.67,-0.0684,16766.23,17484.08,717.85,0.0428,38499.27,36903.6,0.922,1595.68,True
FIN-PROP-0139-202504,PROP-0139,2025-04-01,60211.23,60431.73,220.5,0.0037,16559.23,17281.96,722.72,0.0436,43149.77,40767.27,0.9873,2382.5,True
FIN-PROP-0139-202505,PROP-0139,2025-05-01,60092.02,59343.39,-748.62,-0.0125,16352.24,16095.1,-257.15,-0.0157,43248.3,40669.66,0.9729,2578.63,True
FIN-PROP-0139-202506,PROP-0139,2025-06-01,59766.32,57847.3,-1919.02,-0.0321,16200.72,17046.23,845.51,0.0522,40801.07,38230.7,0.9551,2570.37,True
FIN-PROP-0139-202507,PROP-0139,2025-07-01,59321.41,56021.62,-3299.79,-0.0556,16145.25,16208.77,63.52,0.0039,39812.85,37518.06,0.9397,2294.79,True
FIN-PROP-0139-202508,PROP-0139,2025-08-01,58876.5,50705.99,-8170.5,-0.1388,16200.72,17191.92,991.21,0.0612,33514.07,31647.76,0.853,1866.31,True
FIN-PROP-0139-202509,PROP-0139,2025-09-01,58550.8,55890.51,-2660.29,-0.0454,16352.24,15987.12,-365.13,-0.0223,39903.39,37820.73,0.9383,2082.66,True
FIN-PROP-0139-202510,PROP-0139,2025-10-01,58431.59,55539.12,-2892.46,-0.0495,16559.23,17376.72,817.49,0.0494,38162.4,35710.5,0.959,2451.9,True
FIN-PROP-0139-202511,PROP-0139,2025-11-01,58550.8,57746.54,-804.26,-0.0137,16766.23,16743.72,-22.51,-0.0013,41002.83,39365.36,0.9693,1637.47,True
FIN-PROP-0139-202512,PROP-0139,2025-12-01,58876.5,53760.68,-5115.82,-0.0869,16917.75,17267.28,349.52,0.0207,36493.41,34484.66,0.95,2008.74,True
FIN-PROP-0140-202501,PROP-0140,2025-01-01,310668.84,286255.62,-24413.23,-0.0786,115497.78,126827.0,11329.22,0.0981,159428.62,150981.1,0.9096,8447.51,True
FIN-PROP-0140-202502,PROP-0140,2025-02-01,312998.86,287590.73,-25408.13,-0.0812,115120.37,129773.63,14653.26,0.1273,157817.1,149122.35,0.9286,8694.75,True
FIN-PROP-0140-202503,PROP-0140,2025-03-01,314704.55,313983.61,-720.94,-0.0023,114089.27,130260.72,16171.45,0.1417,183722.89,172271.02,0.9418,11451.88,True
FIN-PROP-0140-202504,PROP-0140,2025-04-01,315328.88,274937.76,-40391.12,-0.1281,112680.76,129976.12,17295.36,0.1535,144961.64,133343.43,0.8962,11618.21,True
FIN-PROP-0140-202505,PROP-0140,2025-05-01,314704.55,301890.11,-12814.44,-0.0407,111272.25,109446.16,-1826.08,-0.0164,192443.95,182069.31,0.9732,10374.64,True
FIN-PROP-0140-202506,PROP-0140,2025-06-01,312998.86,290325.94,-22672.92,-0.0724,110241.15,119863.5,9622.35,0.0873,170462.44,159286.34,0.9145,11176.1,True
FIN-PROP-0140-202507,PROP-0140,2025-07-01,310668.84,294909.7,-15759.15,-0.0507,109863.74,125861.98,15998.25,0.1456,169047.72,159795.28,0.9681,9252.44,True
FIN-PROP-0140-202508,PROP-0140,2025-08-01,308338.83,276571.72,-31767.1,-0.103,110241.15,121128.9,10887.76,0.0988,155442.82,145103.67,0.9189,10339.15,True
FIN-PROP-0140-202509,PROP-0140,2025-09-01,306633.14,279886.85,-26746.29,-0.0872,111272.25,121915.56,10643.32,0.0957,157971.29,149343.35,0.9264,8627.94,True
FIN-PROP-0140-202510,PROP-0140,2025-10-01,306008.81,271904.86,-34103.96,-0.1114,112680.76,117529.75,4849.0,0.043,154375.1,142493.22,0.8845,11881.88,True
FIN-PROP-0140-202511,PROP-0140,2025-11-01,306633.14,293971.54,-12661.59,-0.0413,114089.27,119810.25,5720.98,0.0501,174161.29,164910.0,0.9411,9251.29,True
FIN-PROP-0140-202512,PROP-0140,2025-12-01,308338.83,294585.2,-13753.63,-0.0446,115120.37,138070.04,22949.67,0.1994,156515.17,146380.92,0.9542,10134.24,True
FIN-PROP-0141-202501,PROP-0141,2025-01-01,55632.24,50877.14,-4755.1,-0.0855,24042.74,24435.56,392.81,0.0163,26441.58,24636.82,0.943,1804.76,True
FIN-PROP-0141-202502,PROP-0141,2025-02-01,56049.48,52235.35,-3814.13,-0.068,23964.18,27490.75,3526.58,0.1472,24744.59,22446.76,0.9057,2297.84,True
FIN-PROP-0141-202503,PROP-0141,2025-03-01,56354.92,57273.99,919.07,0.0163,23749.54,26855.82,3106.28,0.1308,30418.17,28504.82,0.9874,1913.35,True
FIN-PROP-0141-202504,PROP-0141,2025-04-01,56466.72,49793.01,-6673.71,-0.1182,23456.33,23666.37,210.04,0.009,26126.64,23947.03,0.9015,2179.61,True
FIN-PROP-0141-202505,PROP-0141,2025-05-01,56354.92,52933.74,-3421.18,-0.0607,23163.13,26044.58,2881.45,0.1244,26889.16,25526.94,0.9204,1362.23,True
FIN-PROP-0141-202506,PROP-0141,2025-06-01,56049.48,52138.7,-3910.78,-0.0698,22948.49,25064.23,2115.74,0.0922,27074.47,25574.12,0.9477,1500.35,True
FIN-PROP-0141-202507,PROP-0141,2025-07-01,55632.24,51041.35,-4590.89,-0.0825,22869.93,26039.13,3169.21,0.1386,25002.22,22731.41,0.8891,2270.81,True
FIN-PROP-0141-202508,PROP-0141,2025-08-01,55215.0,50107.45,-5107.55,-0.0925,22948.49,24344.97,1396.48,0.0609,25762.48,24252.05,0.9079,1510.44,True
FIN-PROP-0141-202509,PROP-0141,2025-09-01,54909.56,51438.35,-3471.2,-0.0632,23163.13,23920.18,757.05,0.0327,27518.17,25372.7,0.9582,2145.47,True
FIN-PROP-0141-202510,PROP-0141,2025-10-01,54797.76,50859.44,-3938.31,-0.0719,23456.33,23492.26,35.92,0.0015,27367.18,25549.52,0.9469,1817.67,True
FIN-PROP-0141-202511,PROP-0141,2025-11-01,54909.56,50511.33,-4398.22,-0.0801,23749.54,25579.35,1829.81,0.077,24931.98,23618.63,0.9209,1313.36,True
FIN-PROP-0141-202512,PROP-0141,2025-12-01,55215.0,50158.2,-5056.79,-0.0916,23964.18,27249.84,3285.66,0.1371,22908.37,21096.01,0.9154,1812.36,True
FIN-PROP-0142-202501,PROP-0142,2025-01-01,279412.12,265095.28,-14316.84,-0.0512,105319.23,120395.22,15075.99,0.1431,144700.07,137540.11,0.9535,7159.96,True
FIN-PROP-0142-202502,PROP-0142,2025-02-01,281507.71,257241.0,-24266.71,-0.0862,104975.08,108103.6,3128.52,0.0298,149137.4,142621.77,0.9243,6515.64,True
FIN-PROP-0142-202503,PROP-0142,2025-03-01,283041.79,260548.54,-22493.25,-0.0795,104034.85,115140.72,11105.87,0.1068,145407.82,134641.84,0.9024,10765.97,True
FIN-PROP-0142-202504,PROP-0142,2025-04-01,283603.3,260322.58,-23280.72,-0.0821,102750.47,104693.83,1943.36,0.0189,155628.76,146854.52,0.938,8774.23,True
FIN-PROP-0142-202505,PROP-0142,2025-05-01,283041.79,287818.81,4777.02,0.0169,101466.09,113649.89,12183.8,0.1201,174168.93,164246.95,0.9628,9921.98,True
FIN-PROP-0142-202506,PROP-0142,2025-06-01,281507.71,263457.73,-18049.99,-0.0641,100525.85,109182.86,8657.01,0.0861,154274.86,143291.41,0.9557,10983.45,True
FIN-PROP-0142-202507,PROP-0142,2025-07-01,279412.12,264173.85,-15238.27,-0.0545,100181.7,109542.06,9360.36,0.0934,154631.78,146197.32,0.9761,8434.47,True
FIN-PROP-0142-202508,PROP-0142,2025-08-01,277316.53,276621.63,-694.9,-0.0025,100525.85,115176.21,14650.36,0.1457,161445.42,151849.22,0.9728,9596.2,True
FIN-PROP-0142-202509,PROP-0142,2025-09-01,275782.45,259719.02,-16063.43,-0.0582,101466.09,111752.11,10286.02,0.1014,147966.91,140840.58,0.9743,7126.33,True
FIN-PROP-0142-202510,PROP-0142,2025-10-01,275220.94,264623.0,-10597.94,-0.0385,102750.47,108991.08,6240.61,0.0607,155631.92,148081.33,0.9507,7550.59,True
FIN-PROP-0142-202511,PROP-0142,2025-11-01,275782.45,258419.81,-17362.64,-0.063,104034.85,115533.77,11498.92,0.1105,142886.04,133368.27,0.9193,9517.77,True
FIN-PROP-0142-202512,PROP-0142,2025-12-01,277316.53,259769.78,-17546.75,-0.0633,104975.08,111209.62,6234.54,0.0594,148560.16,139781.3,0.9472,8778.86,True
FIN-PROP-0143-202501,PROP-0143,2025-01-01,54519.25,51852.59,-2666.66,-0.0489,19332.45,19550.62,218.18,0.0113,32301.96,30227.0,0.9501,2074.96,True
FIN-PROP-0143-202502,PROP-0143,2025-02-01,54928.14,49940.68,-4987.46,-0.0908,19269.27,20315.14,1045.86,0.0543,29625.54,27430.43,0.9286,2195.11,True
FIN-PROP-0143-202503,PROP-0143,2025-03-01,55227.48,50968.68,-4258.8,-0.0771,19096.68,18090.87,-1005.82,-0.0527,32877.81,30600.86,0.9174,2276.95,True
FIN-PROP-0143-202504,PROP-0143,2025-04-01,55337.04,52531.83,-2805.21,-0.0507,18860.92,18117.21,-743.71,-0.0394,34414.62,32530.84,0.9311,1883.78,True
FIN-PROP-0143-202505,PROP-0143,2025-05-01,55227.48,48621.38,-6606.1,-0.1196,18625.16,18966.1,340.94,0.0183,29655.28,28027.12,0.9014,1628.16,True
FIN-PROP-0143-202506,PROP-0143,2025-06-01,54928.14,48190.32,-6737.82,-0.1227,18452.57,18853.17,400.6,0.0217,29337.15,28052.41,0.9168,1284.73,True
FIN-PROP-0143-202507,PROP-0143,2025-07-01,54519.25,51964.96,-2554.29,-0.0469,18389.4,18421.75,32.35,0.0018,33543.21,32116.43,0.97,1426.78,True
FIN-PROP-0143-202508,PROP-0143,2025-08-01,54110.36,56195.46,2085.11,0.0385,18452.57,18691.53,238.96,0.0129,37503.93,35819.85,0.99,1684.08,True
FIN-PROP-0143-202509,PROP-0143,2025-09-01,53811.02,51656.12,-2154.9,-0.04,18625.16,20425.62,1800.45,0.0967,31230.51,29680.19,0.9426,1550.32,True
FIN-PROP-0143-202510,PROP-0143,2025-10-01,53701.46,49033.97,-4667.49,-0.0869,18860.92,18936.22,75.3,0.004,30097.75,28087.27,0.9112,2010.48,True
FIN-PROP-0143-202511,PROP-0143,2025-11-01,53811.02,45890.41,-7920.61,-0.1472,19096.68,21980.43,2883.75,0.151,23909.98,21901.28,0.9064,2008.7,True
FIN-PROP-0143-202512,PROP-0143,2025-12-01,54110.36,49331.39,-4778.97,-0.0883,19269.27,19978.29,709.01,0.0368,29353.1,27520.84,0.9422,1832.26,True
FIN-PROP-0144-202501,PROP-0144,2025-01-01,330373.3,317424.98,-12948.32,-0.0392,107481.61,115085.64,7604.03,0.0707,202339.35,188406.65,0.9623,13932.7,True
FIN-PROP-0144-202502,PROP-0144,2025-02-01,332851.1,313944.17,-18906.93,-0.0568,107130.4,102294.46,-4835.94,-0.0451,211649.71,199637.31,0.9431,12012.4,True
FIN-PROP-0144-202503,PROP-0144,2025-03-01,334664.98,332878.89,-1786.09,-0.0053,106170.86,103038.35,-3132.51,-0.0295,229840.54,215054.28,0.9858,14786.26,True
FIN-PROP-0144-202504,PROP-0144,2025-04-01,335328.9,319625.11,-15703.79,-0.0468,104860.11,98130.05,-6730.06,-0.0642,221495.06,211807.6,0.9769,9687.46,True
FIN-PROP-0144-202505,PROP-0144,2025-05-01,334664.98,308574.49,-26090.49,-0.078,103549.36,107673.96,4124.6,0.0398,200900.53,190726.38,0.9257,10174.15,True
FIN-PROP-0144-202506,PROP-0144,2025-06-01,332851.1,290804.24,-42046.86,-0.1263,102589.82,103044.41,454.59,0.0044,187759.83,179748.88,0.8984,8010.95,True
FIN-PROP-0144-202507,PROP-0144,2025-07-01,330373.3,288735.36,-41637.94,-0.126,102238.61,115567.06,13328.46,0.1304,173168.3,160657.58,0.9106,12510.72,True
FIN-PROP-0144-202508,PROP-0144,2025-08-01,327895.5,310848.56,-17046.94,-0.052,102589.82,115713.38,13123.56,0.1279,195135.18,182961.64,0.9343,12173.54,True
FIN-PROP-0144-202509,PROP-0144,2025-09-01,326081.62,303524.27,-22557.36,-0.0692,103549.36,108209.36,4660.0,0.045,195314.91,181687.72,0.9277,13627.19,True
